Type;ZVL-3;
Version;3.31;
Date;23.May 25;
Mode;ANALYZER;
Center Freq;504500.000000;Hz
Freq Offset;0.000000;Hz
Span;991000.000000;Hz
x-Axis;LIN;
Start;9000.000000;Hz
Stop;1000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;300.000000;Hz
VBW;1000.000000;Hz
SWT;11.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;2001;
93730.5;-77.255805969238281;-120.38654327392578
94226;-76.861854553222656;-116.44503021240234
94721.5;-75.813560485839844;-82.355979919433594
95217;-78.109664916992188;-97.061874389648438
95712.5;-78.5723876953125;-102.11237335205078
96208;-74.070465087890625;-95.1907958984375
96703.5;-78.172752380371094;-104.21469879150391
97199;-78.444908142089844;-105.61846160888672
97694.5;-77.317192077636719;-77.317192077636719
98190;-77.40948486328125;-85.948211669921875
98685.5;-74.314926147460938;-91.829627990722656
99181;-74.924461364746094;-100.86382293701172
99676.5;-76.926284790039063;-87.105262756347656
100172;-76.938423156738281;-88.622772216796875
100667.5;-74.067558288574219;-74.067558288574219
101163;-79.084053039550781;-103.81003570556641
101658.5;-77.666587829589844;-90.364540100097656
102154;-74.670951843261719;-84.422966003417969
102649.5;-75.927581787109375;-88.640548706054688
103145;-75.895217895507812;-83.488273620605469
103640.5;-79.096649169921875;-87.352928161621094
104136;-75.310768127441406;-86.724174499511719
104631.5;-75.325645446777344;-86.309661865234375
105127;-83.500564575195313;-92.465667724609375
105622.5;-79.723648071289062;-92.482955932617187
106118;-80.4833984375;-121.68258666992187
106613.5;-76.466911315917969;-90.867073059082031
107109;-74.787513732910156;-87.090354919433594
107604.5;-80.753669738769531;-90.2086181640625
108100;-80.642250061035156;-111.975341796875
108595.5;-74.567794799804688;-101.62289428710937
109091;-74.653594970703125;-100.04092407226562
109586.5;-80.664421081542969;-90.473731994628906
110082;-79.348609924316406;-89.517478942871094
110577.5;-77.382675170898437;-87.751243591308594
111073;-78.119598388671875;-85.946578979492187
111568.5;-76.655143737792969;-101.81336212158203
112064;-76.158103942871094;-96.980148315429688
112559.5;-81.5478515625;-91.44952392578125
113055;-77.080078125;-86.758140563964844
113550.5;-79.558692932128906;-91.09716796875
114046;-76.978996276855469;-88.558647155761719
114541.5;-77.791984558105469;-98.294914245605469
115037;-75.793769836425781;-107.48627471923828
115532.5;-74.592033386230469;-88.904769897460937
116028;-81.844833374023437;-91.318359375
116523.5;-78.40374755859375;-85.953109741210938
117019;-77.904342651367188;-87.40679931640625
117514.5;-77.872093200683594;-82.9891357421875
118010;-74.14727783203125;-81.556709289550781
118505.5;-74.041007995605469;-86.510963439941406
119001;-76.455413818359375;-99.788429260253906
119496.5;-76.885391235351563;-93.506874084472656
119992;-79.168853759765625;-89.7569580078125
120487.5;-77.457847595214844;-77.457847595214844
120983;-74.924461364746094;-93.791938781738281
121478.5;-74.98150634765625;-113.7437744140625
121974;-81.106109619140625;-88.60504150390625
122469.5;-82.163917541503906;-101.68258666992187
122965;-80.283103942871094;-109.71659088134766
123460.5;-75.556808471679688;-97.706916809082031
123956;-75.692497253417969;-90.443565368652344
124451.5;-77.177597045898438;-116.49982452392578
124947;-81.761817932128906;-96.9395751953125
125442.5;-82.207298278808594;-94.884193420410156
125938;-82.757835388183594;-105.05593109130859
126433.5;-72.633460998535156;-92.455307006835938
126929;-82.257278442382812;-91.177215576171875
127424.5;-76.095962524414063;-87.807647705078125
127920;-78.096450805664063;-99.83673095703125
128415.5;-71.871147155761719;-82.148101806640625
128911;-75.672477722167969;-97.323837280273438
129406.5;-69.673393249511719;-84.326332092285156
129902;-69.101661682128906;-81.740684509277344
130397.5;-68.027656555175781;-88.759246826171875
130893;-66.246955871582031;-72.130516052246094
131388.5;-61.996597290039063;-76.989456176757813
131884;-59.218330383300781;-72.522514343261719
132379.5;-60.891845703125;-80.12646484375
132875;-56.964710235595703;-67.227447509765625
133370.5;-61.396137237548828;-101.2255859375
133866;-54.946449279785156;-62.564189910888672
134361.5;-62.927623748779297;-95.542999267578125
134857;-59.184787750244141;-74.616340637207031
135352.5;-62.634090423583984;-91.461830139160156
135848;-54.614303588867188;-72.607437133789063
136343.5;-56.210536956787109;-89.09954833984375
136839;-55.994281768798828;-78.144142150878906
137334.5;-56.215747833251953;-80.117286682128906
137830;-60.10595703125;-85.41357421875
138325.5;-59.895370483398438;-103.35048675537109
138821;-67.442176818847656;-92.985336303710938
139316.5;-65.850547790527344;-91.285118103027344
139812;-69.564353942871094;-95.848678588867188
140307.5;-67.764305114746094;-76.443939208984375
140803;-74.7294921875;-94.902473449707031
141298.5;-71.359939575195312;-78.966423034667969
141794;-78.482124328613281;-94.246376037597656
142289.5;-73.954048156738281;-95.022216796875
142785;-79.31585693359375;-86.781448364257813
143280.5;-72.672653198242188;-83.874038696289062
143776;-76.538955688476562;-82.598846435546875
144271.5;-72.234519958496094;-78.327423095703125
144767;-73.5662841796875;-88.276824951171875
145262.5;-77.583358764648438;-93.398490905761719
145758;-75.4202880859375;-93.679962158203125
146253.5;-75.674484252929688;-100.30097198486328
146749;-75.58050537109375;-97.544212341308594
147244.5;-73.964714050292969;-95.732154846191406
147740;-75.297836303710937;-89.282020568847656
148235.5;-77.991371154785156;-91.061820983886719
148731;-82.430732727050781;-94.474113464355469
149226.5;-80.358207702636719;-86.653114318847656
149722;-79.523590087890625;-89.889495849609375
150217.5;-75.906509399414063;-88.824882507324219
150713;-79.700576782226562;-106.03675842285156
151208.5;-74.751480102539062;-93.929878234863281
151704;-73.121749877929687;-96.527366638183594
152199.5;-81.829582214355469;-103.62078857421875
152695;-76.702842712402344;-113.20072937011719
153190.5;-81.686576843261719;-88.525650024414063
153686;-80.823020935058594;-89.436653137207031
154181.5;-80.826644897460938;-87.105262756347656
154677;-77.995285034179688;-99.079612731933594
155172.5;-77.942558288574219;-90.707595825195312
155668;-73.136299133300781;-82.967117309570313
156163.5;-75.72210693359375;-89.008567810058594
156659;-75.698005676269531;-99.23638916015625
157154.5;-77.284042358398438;-87.0421142578125
157650;-75.474830627441406;-83.322700500488281
158145.5;-72.191902160644531;-83.293807983398438
158641;-71.531982421875;-103.74649047851562
159136.5;-73.061233520507813;-80.928565979003906
159632;-74.255287170410156;-84.320915222167969
160127.5;-76.770065307617188;-104.86662292480469
160623;-74.51251220703125;-84.544265747070313
161118.5;-77.500923156738281;-86.763519287109375
161614;-70.850723266601563;-86.092979431152344
162109.5;-70.656951904296875;-78.960578918457031
162605;-76.268745422363281;-87.765312194824219
163100.5;-76.097015380859375;-93.49908447265625
163596;-75.43145751953125;-81.026130676269531
164091.5;-75.876777648925781;-75.876777648925781
164587;-75.180397033691406;-92.796661376953125
165082.5;-74.047218322753906;-92.832626342773438
165578;-73.250129699707031;-82.858985900878906
166073.5;-72.667343139648437;-90.203292846679688
166569;-71.306564331054687;-82.647796630859375
167064.5;-73.709426879882813;-80.717864990234375
167560;-73.415824890136719;-81.724617004394531
168055.5;-80.346214294433594;-96.309524536132813
168551;-77.605186462402344;-77.605186462402344
169046.5;-74.405166625976563;-90.601020812988281
169542;-79.0626220703125;-85.953109741210938
170037.5;-74.839134216308594;-92.569938659667969
170533;-73.654182434082031;-83.435585021972656
171028.5;-77.32928466796875;-95.732154846191406
171524;-74.56207275390625;-90.174049377441406
172019.5;-74.29827880859375;-86.623085021972656
172515;-76.825820922851562;-83.024017333984375
173010.5;-73.847671508789063;-94.284629821777344
173506;-77.476898193359375;-83.233932495117187
174001.5;-76.131721496582031;-90.329353332519531
174497;-74.037689208984375;-90.8441162109375
174992.5;-73.986091613769531;-87.2974853515625
175488;-73.476936340332031;-93.950355529785156
175983.5;-73.307037353515625;-88.685157775878906
176479;-76.358062744140625;-101.61298370361328
176974.5;-77.839317321777344;-100.35221862792969
177470;-80.319725036621094;-100.45561981201172
177965.5;-71.993980407714844;-97.009246826171875
178461;-74.845947265625;-81.814369201660156
178956.5;-68.611244201660156;-77.386329650878906
179452;-68.813529968261719;-81.271171569824219
179947.5;-77.263603210449219;-84.802047729492188
180443;-73.660919189453125;-84.172050476074219
180938.5;-74.02197265625;-86.176322937011719
181434;-74.806503295898437;-85.796195983886719
181929.5;-71.3050537109375;-84.189353942871094
182425;-72.313262939453125;-93.437042236328125
182920.5;-72.183540344238281;-94.920783996582031
183416;-67.328987121582031;-78.455917358398438
183911.5;-69.602287292480469;-80.743804931640625
184407;-67.665534973144531;-74.411216735839844
184902.5;-67.70318603515625;-79.035331726074219
185398;-71.500083923339844;-81.654678344726563
185893.5;-71.478164672851563;-78.141487121582031
186389;-70.354789733886719;-87.468765258789063
186884.5;-75.561241149902344;-87.882743835449219
187380;-75.498794555664062;-90.134330749511719
187875.5;-75.451896667480469;-108.54103088378906
188371;-69.21783447265625;-80.560272216796875
188866.5;-70.152320861816406;-79.638023376464844
189362;-70.878303527832031;-81.461776733398438
189857.5;-68.853782653808594;-80.125625610351562
190353;-61.973751068115234;-71.971420288085937
190848.5;-67.564727783203125;-79.835914611816406
191344;-71.621810913085937;-98.134178161621094
191839.5;-64.90618896484375;-75.245338439941406
192335;-67.283210754394531;-87.921562194824219
192830.5;-68.368377685546875;-86.46063232421875
193326;-67.647659301757812;-67.647659301757812
193821.5;-66.529777526855469;-78.261184692382813
194317;-59.481868743896484;-72.432907104492187
194812.5;-61.173175811767578;-89.32763671875
195308;-57.029441833496094;-71.36602783203125
195803.5;-57.549480438232422;-69.123031616210937
196299;-54.530109405517578;-78.444908142089844
196794.5;-54.613727569580078;-72.649330139160156
197290;-58.084491729736328;-82.68133544921875
197785.5;-54.923450469970703;-73.627677917480469
198281;-63.622165679931641;-72.652153015136719
198776.5;-59.727073669433594;-72.586044311523438
199272;-59.745105743408203;-72.497169494628906
199767.5;-55.291183471679687;-62.682682037353516
200263;-58.737022399902344;-75.145050048828125
200758.5;-55.166282653808594;-68.604812622070313
201254;-55.140483856201172;-74.778045654296875
201749.5;-52.325702667236328;-69.178466796875
202245;-53.485130310058594;-68.982162475585937
202740.5;-52.112522125244141;-69.088539123535156
203236;-51.641082763671875;-63.49713134765625
203731.5;-60.074287414550781;-89.7569580078125
204227;-54.915748596191406;-69.949295043945313
204722.5;-63.156333923339844;-75.11077880859375
205218;-54.990371704101563;-66.623435974121094
205713.5;-61.685882568359375;-74.913925170898437
206209;-55.641399383544922;-76.079185485839844
206704.5;-56.475948333740234;-69.249992370605469
207200;-57.530086517333984;-78.173423767089844
207695.5;-57.519691467285156;-67.24713134765625
208191;-56.219577789306641;-79.274894714355469
208686.5;-56.082122802734375;-71.111640930175781
209182;-58.906448364257813;-69.821449279785156
209677.5;-56.763771057128906;-68.12457275390625
210173;-60.3681640625;-89.96429443359375
210668.5;-58.592430114746094;-64.466056823730469
211164;-64.789329528808594;-81.2730712890625
211659.5;-59.676685333251953;-69.947219848632813
212155;-61.233638763427734;-76.28375244140625
212650.5;-65.229911804199219;-73.979507446289063
213146;-67.575340270996094;-72.697456359863281
213641.5;-66.421089172363281;-76.540611267089844
214137;-66.434196472167969;-92.818222045898438
214632.5;-67.454010009765625;-88.678451538085938
215128;-67.025840759277344;-82.795204162597656
215623.5;-68.605033874511719;-85.052986145019531
216119;-64.769935607910156;-73.3543701171875
216614.5;-68.174392700195313;-79.698982238769531
217110;-65.105537414550781;-76.139106750488281
217605.5;-68.312942504882812;-86.917182922363281
218101;-66.754020690917969;-93.410041809082031
218596.5;-71.088027954101563;-78.33624267578125
219092;-68.480766296386719;-78.639640808105469
219587.5;-70.764793395996094;-77.86566162109375
220083;-72.629585266113281;-79.364646911621094
220578.5;-72.633819580078125;-84.277740478515625
221074;-66.179336547851563;-81.204765319824219
221569.5;-67.613990783691406;-85.74664306640625
222065;-70.336921691894531;-82.617729187011719
222560.5;-67.402931213378906;-84.55120849609375
223056;-70.561805725097656;-97.09124755859375
223551.5;-69.823997497558594;-76.66522216796875
224047;-75.365119934082031;-93.306663513183594
224542.5;-67.675872802734375;-96.401435852050781
225038;-74.451507568359375;-88.076499938964844
225533.5;-66.901512145996094;-109.27484130859375
226029;-79.483192443847656;-94.829597473144531
226524.5;-72.421554565429687;-91.357810974121094
227020;-72.891212463378906;-83.598350524902344
227515.5;-73.172576904296875;-97.372329711914063
228011;-76.103843688964844;-88.536636352539063
228506.5;-74.78662109375;-101.13137817382812
229002;-70.587936401367188;-78.292213439941406
229497.5;-70.471260070800781;-83.154319763183594
229993;-76.816703796386719;-84.730850219726563
230488.5;-74.510765075683594;-85.883201599121094
230984;-74.852767944335937;-80.813987731933594
231479.5;-76.099639892578125;-85.150665283203125
231975;-73.788726806640625;-81.496894836425781
232470.5;-77.913398742675781;-77.913398742675781
232966;-74.269309997558594;-88.530052185058594
233461.5;-72.780174255371094;-81.354408264160156
233957;-73.260726928710938;-79.937408447265625
234452.5;-71.604583740234375;-77.462760925292969
234948;-74.284629821777344;-81.972923278808594
235443.5;-70.989227294921875;-70.989227294921875
235939;-72.953857421875;-78.730133056640625
236434.5;-71.346870422363281;-77.897880554199219
236930;-71.18377685546875;-82.993782043457031
237425.5;-73.644287109375;-81.864173889160156
237921;-71.856971740722656;-80.429649353027344
238416.5;-73.278541564941406;-100.11562347412109
238912;-70.897895812988281;-84.079460144042969
239407.5;-75.08319091796875;-84.702537536621094
239903;-75.317008972167969;-101.15013885498047
240398.5;-72.993415832519531;-92.196922302246094
240894;-78.462806701660156;-90.867073059082031
241389.5;-76.497085571289062;-84.285820007324219
241885;-73.987327575683594;-88.811256408691406
242380.5;-75.807975769042969;-88.287490844726563
242876;-76.058265686035156;-76.058265686035156
243371.5;-74.3978271484375;-94.557228088378906
243867;-74.039352416992188;-74.039352416992188
244362.5;-73.052352905273437;-85.535621643066406
244858;-73.055679321289062;-105.69735717773437
245353.5;-73.113189697265625;-84.579032897949219
245849;-73.116172790527344;-86.972076416015625
246344.5;-73.212020874023438;-78.269264221191406
246840;-75.716567993164063;-82.822479248046875
247335.5;-78.453170776367188;-117.99593353271484
247831;-73.270957946777344;-90.690681457519531
248326.5;-73.120269775390625;-83.595863342285156
248822;-74.398689270019531;-83.947586059570313
249317.5;-75.633087158203125;-93.808052062988281
249813;-76.973770141601563;-87.7412109375
250308.5;-69.869743347167969;-79.298385620117188
250804;-77.020339965820313;-102.54244995117187
251299.5;-72.346939086914063;-82.169197082519531
251795;-75.297836303710937;-94.404731750488281
252290.5;-75.889068603515625;-93.715797424316406
252786;-74.531341552734375;-86.783248901367188
253281.5;-70.590988159179687;-86.835494995117187
253777;-76.590461730957031;-87.75927734375
254272.5;-74.207870483398438;-85.37225341796875
254768;-74.203643798828125;-79.722061157226563
255263.5;-71.96881103515625;-81.212333679199219
255759;-76.060348510742188;-92.369453430175781
256254.5;-71.692955017089844;-86.235145568847656
256750;-70.076148986816406;-78.330810546875
257245.5;-71.382171630859375;-98.431159973144531
257741;-71.884063720703125;-95.469451904296875
258236.5;-68.862457275390625;-110.31584930419922
258732;-68.782501220703125;-82.486412048339844
259227.5;-70.035049438476563;-84.323623657226562
259723;-68.760826110839844;-84.537322998046875
260218.5;-70.935470581054687;-95.930671691894531
260714;-64.758125305175781;-79.938217163085938
261209.5;-76.390571594238281;-91.400482177734375
261705;-62.967350006103516;-79.626983642578125
262200.5;-74.759574890136719;-100.19937896728516
262696;-58.793251037597656;-73.4979248046875
263191.5;-63.558738708496094;-101.17835235595703
263687;-55.032474517822266;-74.705307006835938
264182.5;-59.548534393310547;-84.425712585449219
264678;-53.255882263183594;-75.280616760253906
265173.5;-53.555858612060547;-74.394805908203125
265669;-51.889270782470703;-70.956062316894531
266164.5;-51.902313232421875;-85.767379760742187
266660;-54.172176361083984;-86.226722717285156
267155.5;-53.701454162597656;-74.3294677734375
267651;-56.068717956542969;-76.981315612792969
268146.5;-54.9837646484375;-74.422462463378906
268642;-55.924083709716797;-86.379676818847656
269137.5;-52.089530944824219;-65.9825439453125
269633;-61.695377349853516;-82.506149291992188
270128.5;-54.620189666748047;-61.250629425048828
270624;-61.691677093505859;-88.462234497070313
271119.5;-52.332809448242187;-64.628082275390625
271615;-57.179370880126953;-83.049690246582031
272110.5;-55.305591583251953;-77.288856506347656
272606;-57.15936279296875;-84.170722961425781
273101.5;-52.997306823730469;-84.522079467773438
273597;-53.319805145263672;-96.149650573730469
274092.5;-52.154388427734375;-115.27153778076172
274588;-52.144428253173828;-75.680984497070313
275083.5;-54.107242584228516;-88.089019775390625
275579;-52.964530944824219;-72.07781982421875
276074.5;-58.584671020507813;-79.270362854003906
276570;-55.928764343261719;-67.500312805175781
277065.5;-62.790328979492188;-93.189453125
277561;-58.279106140136719;-66.020622253417969
278056.5;-66.368362426757813;-83.024017333984375
278552;-66.136886596679688;-72.416404724121094
279047.5;-69.581932067871094;-88.457878112792969
279543;-65.046958923339844;-88.705307006835938
280038.5;-66.291473388671875;-92.060653686523438
280534;-69.203346252441406;-74.694137573242188
281029.5;-70.2677001953125;-75.775550842285156
281525;-70.382194519042969;-92.7501220703125
282020.5;-76.36834716796875;-93.352455139160156
282516;-75.280616760253906;-90.323951721191406
283011.5;-78.994216918945313;-85.789779663085937
283507;-75.2021484375;-83.001907348632812
284002.5;-70.818931579589844;-79.792434692382812
284498;-72.103302001953125;-91.228004455566406
284993.5;-70.496284484863281;-99.692626953125
285489;-78.116287231445313;-78.116287231445313
285984.5;-73.313514709472656;-85.964546203613281
286480;-70.224357604980469;-85.90264892578125
286975.5;-70.292144775390625;-84.327682495117188
287471;-77.41131591796875;-91.839263916015625
287966.5;-76.185638427734375;-98.261184692382812
288462;-72.121543884277344;-92.528076171875
288957.5;-70.253494262695312;-78.392799377441406
289453;-72.627830505371094;-83.551177978515625
289948.5;-73.319229125976563;-99.042701721191406
290444;-76.925712585449219;-84.280433654785156
290939.5;-76.853836059570313;-88.358261108398438
291435;-78.639640808105469;-85.740264892578125
291930.5;-74.922164916992188;-91.210044860839844
292426;-75.180397033691406;-94.672279357910156
292921.5;-78.033248901367188;-92.090385437011719
293417;-75.81915283203125;-107.50577545166016
293912.5;-76.611038208007813;-93.2686767578125
294408;-77.145561218261719;-93.514663696289063
294903.5;-72.966285705566406;-89.303596496582031
295399;-74.504653930664063;-83.815132141113281
295894.5;-79.004478454589844;-96.081275939941406
296390;-71.658882141113281;-80.725906372070313
296885.5;-72.962265014648438;-80.703575134277344
297381;-74.562507629394531;-81.14825439453125
297876.5;-74.676292419433594;-96.191993713378906
298372;-78.043746948242188;-108.51906585693359
298867.5;-76.771774291992188;-95.148338317871094
299363;-69.947219848632813;-85.496810913085937
299858.5;-74.155670166015625;-84.742210388183594
300354;-74.218429565429688;-81.61297607421875
300849.5;-76.770065307617188;-93.425460815429688
301345;-78.781448364257813;-113.62451171875
