Type;ZVL-3;
Version;3.31;
Date;23.May 25;
Mode;ANALYZER;
Center Freq;504500.000000;Hz
Freq Offset;0.000000;Hz
Span;991000.000000;Hz
x-Axis;LIN;
Start;9000.000000;Hz
Stop;1000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;300.000000;Hz
VBW;1000.000000;Hz
SWT;11.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;2001;
93730.5;-75.66748046875;-88.291763305664063
94226;-80.977210998535156;-87.913375854492188
94721.5;-77.128402709960938;-91.225006103515625
95217;-76.933219909667969;-94.627845764160156
95712.5;-74.316207885742188;-107.76329803466797
96208;-74.791130065917969;-86.786842346191406
96703.5;-83.408744812011719;-88.552032470703125
97199;-77.528724670410156;-105.52473449707031
97694.5;-75.119224548339844;-89.65887451171875
98190;-74.952934265136719;-74.952934265136719
98685.5;-76.760429382324219;-104.86662292480469
99181;-76.730461120605469;-81.894813537597656
99676.5;-80.070724487304688;-87.699195861816406
100172;-77.45294189453125;-84.109779357910156
100667.5;-75.302146911621094;-90.781272888183594
101163;-75.705032348632813;-92.369453430175781
101658.5;-73.395416259765625;-92.528076171875
102154;-78.459365844726562;-102.15443420410156
102649.5;-74.341903686523438;-96.336456298828125
103145;-74.32391357421875;-82.520431518554688
103640.5;-78.152122497558594;-87.2974853515625
104136;-78.437347412109375;-100.04918670654297
104631.5;-81.274024963378906;-103.93852233886719
105127;-78.631202697753906;-84.050567626953125
105622.5;-78.023422241210938;-100.19097137451172
106118;-82.425300598144531;-95.391685485839844
106613.5;-80.556755065917969;-105.6815185546875
107109;-77.110107421875;-90.603805541992188
107604.5;-79.190559387207031;-88.486228942871094
108100;-73.246353149414063;-90.673797607421875
108595.5;-82.0579833984375;-89.378341674804688
109091;-80.35906982421875;-80.35906982421875
109586.5;-79.371528625488281;-88.891021728515625
110082;-74.440223693847656;-91.560882568359375
110577.5;-76.828109741210937;-91.803970336914063
111073;-81.089309692382812;-89.884361267089844
111568.5;-74.847763061523438;-109.27484130859375
112064;-79.277168273925781;-93.510765075683594
112559.5;-79.578269958496094;-99.101837158203125
113055;-78.440093994140625;-92.814628601074219
113550.5;-76.76837158203125;-85.867027282714844
114046;-78.791465759277344;-110.076416015625
114541.5;-80.571685791015625;-87.335685729980469
115037;-80.6546630859375;-104.52761840820312
115532.5;-73.093109130859375;-89.090171813964844
116028;-82.1375732421875;-93.193214416503906
116523.5;-74.535285949707031;-92.782325744628906
117019;-78.675582885742187;-88.725486755371094
117514.5;-81.051170349121094;-100.79143524169922
118010;-72.847419738769531;-89.621444702148438
118505.5;-78.687599182128906;-84.859428405761719
119001;-75.105628967285156;-86.822853088378906
119496.5;-74.362075805664063;-83.974845886230469
119992;-77.058357238769531;-83.206520080566406
120487.5;-74.39178466796875;-83.055534362792969
120983;-78.869827270507812;-90.716064453125
121478.5;-75.959556579589844;-75.959556579589844
121974;-76.0030517578125;-82.871574401855469
122469.5;-73.532234191894531;-81.274024963378906
122965;-80.738433837890625;-101.44622802734375
123460.5;-83.013534545898438;-91.082420349121094
123956;-78.292892456054687;-90.642929077148438
124451.5;-78.167427062988281;-111.0765380859375
124947;-75.907539367675781;-85.9156494140625
125442.5;-75.636070251464844;-95.70703125
125938;-74.174575805664063;-83.417274475097656
126433.5;-75.591888427734375;-96.8018798828125
126929;-77.087722778320312;-101.93583679199219
127424.5;-77.124855041503906;-93.787918090820313
127920;-83.167335510253906;-103.33839416503906
128415.5;-78.973716735839844;-88.410087585449219
128911;-81.596153259277344;-91.434173583984375
129406.5;-79.564956665039062;-96.638359069824219
129902;-72.146484375;-88.179252624511719
130397.5;-73.161338806152344;-86.786842346191406
130893;-77.281631469726563;-98.774307250976563
131388.5;-77.368690490722656;-95.853782653808594
131884;-76.79278564453125;-100.67507934570312
132379.5;-76.466911315917969;-85.640487670898438
132875;-76.778007507324219;-84.226737976074219
133370.5;-81.499824523925781;-92.067253112792969
133866;-80.353065490722656;-87.539016723632812
134361.5;-82.98797607421875;-96.643951416015625
134857;-77.8643798828125;-92.18353271484375
135352.5;-78.8302001953125;-87.182014465332031
135848;-77.024421691894531;-94.552841186523438
136343.5;-79.672805786132813;-95.050086975097656
136839;-79.642753601074219;-99.613594055175781
137334.5;-75.101882934570313;-96.549446105957031
137830;-75.178977966308594;-85.3707275390625
138325.5;-74.450645446777344;-89.111289978027344
138821;-75.090660095214844;-80.2890625
139316.5;-80.464286804199219;-104.99724578857422
139812;-80.532234191894531;-102.64222717285156
140307.5;-79.626983642578125;-92.304779052734375
140803;-81.486152648925781;-99.812545776367188
141298.5;-82.195632934570313;-87.713180541992188
141794;-74.695480346679688;-81.713592529296875
142289.5;-80.434837341308594;-88.602821350097656
142785;-76.12066650390625;-86.724174499511719
143280.5;-75.912162780761719;-91.162338256835938
143776;-83.875320434570313;-99.6214599609375
144271.5;-76.091239929199219;-96.239883422851562
144767;-76.400894165039063;-106.45889282226562
145262.5;-77.638336181640625;-83.610809326171875
145758;-78.67840576171875;-107.35101318359375
146253.5;-78.328773498535156;-91.642204284667969
146749;-83.409965515136719;-114.28036499023437
147244.5;-74.998603820800781;-100.37795257568359
147740;-77.040786743164062;-89.52978515625
148235.5;-77.402778625488281;-92.55596923828125
148731;-76.4019775390625;-90.965362548828125
149226.5;-76.720870971679688;-91.058883666992188
149722;-80.00299072265625;-100.56027221679687
150217.5;-80.602485656738281;-95.562713623046875
150713;-79.87799072265625;-106.35569763183594
151208.5;-75.058937072753906;-91.887619018554688
151704;-74.287612915039062;-81.178352355957031
152199.5;-79.265068054199219;-86.012077331542969
152695;-78.47039794921875;-90.259391784667969
153190.5;-79.620681762695312;-102.175537109375
153686;-76.910713195800781;-91.648490905761719
154181.5;-75.1761474609375;-84.736526489257813
154677;-82.079902648925781;-82.079902648925781
155172.5;-80.506912231445312;-91.536018371582031
155668;-81.381370544433594;-95.982307434082031
156163.5;-75.336212158203125;-95.319404602050781
156659;-77.408882141113281;-90.595443725585937
157154.5;-75.953872680664062;-87.274650573730469
157650;-79.393745422363281;-86.186378479003906
158145.5;-77.769050598144531;-88.281089782714844
158641;-74.824607849121094;-83.733840942382813
159136.5;-76.332145690917969;-108.60725402832031
159632;-77.552902221679688;-88.992340087890625
160127.5;-76.139633178710938;-94.522132873535156
160623;-76.090194702148438;-97.032600402832031
161118.5;-77.420486450195313;-83.160240173339844
161614;-78.330131530761719;-121.38812255859375
162109.5;-78.069404602050781;-91.676849365234375
162605;-80.045051574707031;-93.966766357421875
163100.5;-78.520896911621094;-96.67755126953125
163596;-77.263008117675781;-93.344802856445312
164091.5;-82.358131408691406;-100.66619110107422
164587;-78.313186645507813;-104.41749572753906
165082.5;-78.422935485839844;-90.587089538574219
165578;-76.0191650390625;-81.845848083496094
166073.5;-77.624557495117188;-102.19669342041016
166569;-80.146514892578125;-85.632621765136719
167064.5;-77.724632263183594;-105.71321868896484
167560;-81.577400207519531;-106.35569763183594
168055.5;-77.535537719726562;-88.308868408203125
168551;-76.556640625;-89.969482421875
169046.5;-81.303604125976562;-91.545326232910156
169542;-77.45294189453125;-103.70859527587891
170037.5;-79.126350402832031;-93.133308410644531
170533;-78.698211669921875;-89.881790161132813
171028.5;-83.373497009277344;-92.945083618164063
171524;-81.072547912597656;-102.12286376953125
172019.5;-77.303916931152344;-91.394378662109375
172515;-77.856658935546875;-91.261024475097656
173010.5;-76.256980895996094;-86.862640380859375
173506;-82.742027282714844;-101.04746246337891
174001.5;-81.61297607421875;-102.67574310302734
174497;-77.468902587890625;-99.064826965332031
174992.5;-79.515022277832031;-92.622550964355469
175488;-79.543861389160156;-109.10894012451172
175983.5;-78.640342712402344;-91.406608581542969
176479;-78.427734375;-98.9620361328125
176974.5;-81.616935729980469;-89.698982238769531
177470;-80.388259887695313;-87.919509887695313
177965.5;-78.825881958007812;-91.312309265136719
178461;-75.93170166015625;-87.240509033203125
178956.5;-73.776268005371094;-116.123291015625
179452;-73.680763244628906;-93.795967102050781
179947.5;-76.96795654296875;-96.160224914550781
180443;-77.387542724609375;-84.802047729492188
180938.5;-79.462287902832031;-102.4765625
181434;-79.979156494140625;-106.35569763183594
181929.5;-75.309814453125;-85.073616027832031
182425;-81.296913146972656;-107.86441802978516
182920.5;-80.901145935058594;-98.247726440429687
183416;-81.395843505859375;-97.48858642578125
183911.5;-74.084609985351563;-102.94861602783203
184407;-73.795562744140625;-81.831611633300781
184902.5;-78.024726867675781;-78.024726867675781
185398;-78.907470703125;-91.189140319824219
185893.5;-75.363670349121094;-91.461830139160156
186389;-75.413002014160156;-75.413002014160156
186884.5;-79.249961853027344;-95.652008056640625
187380;-77.934768676757812;-87.142616271972656
187875.5;-77.418647766113281;-95.022216796875
188371;-74.201530456542969;-82.213661193847656
188866.5;-78.249740600585938;-96.034263610839844
189362;-79.527481079101562;-90.454521179199219
189857.5;-77.746810913085938;-119.25901031494141
190353;-76.405242919921875;-85.337211608886719
190848.5;-76.925712585449219;-94.182991027832031
191344;-76.417762756347656;-97.067741394042969
191839.5;-76.267669677734375;-85.918899536132813
192335;-79.899917602539062;-102.87959289550781
192830.5;-79.898292541503906;-93.585128784179687
193326;-78.687599182128906;-91.415786743164063
193821.5;-74.827781677246094;-90.9305419921875
194317;-72.60498046875;-72.60498046875
194812.5;-74.210403442382813;-80.564659118652344
195308;-77.175224304199219;-88.018333435058594
195803.5;-73.720191955566406;-84.976799011230469
196299;-73.927024841308594;-90.665374755859375
196794.5;-80.356491088867188;-93.739768981933594
197290;-75.098136901855469;-84.044013977050781
197785.5;-75.839508056640625;-90.37811279296875
198281;-74.085853576660156;-87.202720642089844
198776.5;-77.49969482421875;-92.113578796386719
199272;-76.155990600585937;-83.418495178222656
199767.5;-73.887046813964844;-105.6815185546875
200263;-74.623870849609375;-97.079483032226562
200758.5;-77.303916931152344;-104.10845947265625
201254;-74.482391357421875;-110.73020935058594
201749.5;-75.239158630371094;-89.63140869140625
202245;-78.109664916992188;-90.539909362792969
202740.5;-76.56439208984375;-90.741523742675781
203236;-77.393630981445312;-101.04746246337891
203731.5;-79.776390075683594;-105.35546875
204227;-78.981773376464844;-100.86382293701172
204722.5;-87.897026062011719;-117.00924682617187
205218;-77.647743225097656;-114.11170196533203
205713.5;-75.305503845214844;-81.945091247558594
206209;-75.497817993164063;-82.953231811523438
206704.5;-77.388763427734375;-90.359123229980469
207200;-76.828109741210937;-86.908073425292969
207695.5;-75.8988037109375;-89.815338134765625
208191;-75.926559448242188;-105.14471435546875
208686.5;-75.940467834472656;-86.371101379394531
209182;-76.875625610351563;-86.010429382324219
209677.5;-77.035530090332031;-98.500099182128906
210173;-80.446952819824219;-94.766326904296875
210668.5;-79.03607177734375;-79.03607177734375
211164;-83.226760864257813;-95.445075988769531
211659.5;-76.293411254882813;-82.908287048339844
212155;-75.646530151367188;-97.221687316894531
212650.5;-86.565093994140625;-104.32227325439453
213146;-83.757896423339844;-95.894699096679688
213641.5;-72.249000549316406;-100.95515441894531
214137;-73.1038818359375;-91.409660339355469
214632.5;-84.349372863769531;-97.251609802246094
215128;-79.308258056640625;-120.73753356933594
215623.5;-78.0037841796875;-90.01104736328125
216119;-78.755043029785156;-88.410087585449219
216614.5;-85.329605102539063;-97.513267517089844
217110;-82.701522827148438;-89.681404113769531
217605.5;-81.989456176757813;-111.25502014160156
218101;-74.518638610839844;-81.66961669921875
218596.5;-73.909461975097656;-81.869277954101563
219092;-78.942352294921875;-93.783897399902344
219587.5;-75.659500122070312;-88.622772216796875
220083;-76.12908935546875;-81.823493957519531
220578.5;-74.586296081542969;-83.488273620605469
221074;-80.295005798339844;-117.36624908447266
221569.5;-76.400360107421875;-87.929756164550781
222065;-75.031036376953125;-96.368881225585938
222560.5;-75.458717346191406;-107.23671722412109
223056;-83.79473876953125;-114.58364105224609
223551.5;-75.934791564941406;-82.895645141601563
224047;-77.386329650878906;-95.096733093261719
224542.5;-75.995269775390625;-87.272750854492187
225038;-75.905487060546875;-87.63555908203125
225533.5;-76.863578796386719;-82.704887390136719
226029;-76.910133361816406;-94.526512145996094
226524.5;-76.992362976074219;-85.06182861328125
227020;-77.396682739257812;-104.05581665039062
227515.5;-76.619949340820313;-86.77606201171875
228011;-77.380241394042969;-88.822616577148438
228506.5;-81.000259399414063;-124.34938049316406
229002;-84.148147583007812;-93.909461975097656
229497.5;-84.068946838378906;-84.068946838378906
229993;-75.852767944335938;-94.73486328125
230488.5;-86.183021545410156;-116.6104736328125
230984;-77.035530090332031;-97.982894897460938
231479.5;-76.657379150390625;-99.605728149414063
231975;-76.737800598144531;-111.46798706054687
232470.5;-77.051910400390625;-105.18944549560547
232966;-78.351875305175781;-85.202919006347656
233461.5;-76.796760559082031;-94.335891723632813
233957;-74.060081481933594;-74.060081481933594
234452.5;-75.879341125488281;-109.10894012451172
234948;-77.788795471191406;-101.25405120849609
235443.5;-77.251007080078125;-91.730644226074219
235939;-74.840492248535156;-107.9461669921875
236434.5;-80.211166381835937;-80.211166381835937
236930;-74.353057861328125;-86.561592102050781
237425.5;-77.267807006835938;-98.493179321289063
237921;-78.732261657714844;-87.157600402832031
238416.5;-77.943855285644531;-89.35174560546875
238912;-80.440025329589844;-97.396675109863281
239407.5;-77.959449768066406;-86.853584289550781
239903;-74.859138488769531;-110.58988189697266
240398.5;-78.698211669921875;-100.58663177490234
240894;-76.439567565917969;-107.92565155029297
241389.5;-77.388763427734375;-84.777778625488281
241885;-75.881385803222656;-87.212158203125
242380.5;-73.660919189453125;-97.323837280273438
242876;-76.365104675292969;-86.953750610351562
243371.5;-76.669700622558594;-87.611824035644531
243867;-76.913017272949219;-82.877296447753906
244362.5;-75.968338012695313;-84.67572021484375
244858;-76.712409973144531;-93.148246765136719
245353.5;-78.787887573242188;-90.449050903320312
245849;-73.747383117675781;-73.747383117675781
246344.5;-74.625640869140625;-87.940010070800781
246840;-77.838043212890625;-101.57346343994141
247335.5;-84.421600341796875;-100.10729217529297
247831;-80.862907409667969;-98.134178161621094
248326.5;-81.358253479003906;-91.923248291015625
248822;-82.179763793945313;-121.48516845703125
249317.5;-80.849288940429687;-96.876190185546875
249813;-73.104255676269531;-95.064056396484375
250308.5;-79.952117919921875;-99.221336364746094
250804;-79.839950561523438;-89.212844848632813
251299.5;-77.04840087890625;-89.65887451171875
251795;-77.559104919433594;-92.764419555664063
252290.5;-82.488601684570313;-96.039474487304688
252786;-74.010406494140625;-91.195114135742187
253281.5;-73.565887451171875;-90.595443725585937
253777;-78.632606506347656;-86.690345764160156
254272.5;-76.793350219726563;-90.676612854003906
254768;-79.679939270019531;-112.14015960693359
255263.5;-77.613929748535156;-88.781829833984375
255759;-74.190994262695313;-89.412307739257813
256254.5;-76.629440307617188;-87.187660217285156
256750;-74.304679870605469;-89.7569580078125
257245.5;-75.899322509765625;-83.594619750976562
257741;-76.398178100585938;-113.05160522460937
258236.5;-76.286964416503906;-85.117988586425781
258732;-74.743400573730469;-96.181396484375
259227.5;-74.173736572265625;-91.403541564941406
259723;-74.940986633300781;-94.456718444824219
260218.5;-77.292465209960937;-85.992378234863281
260714;-78.11297607421875;-89.062110900878906
261209.5;-76.028533935546875;-106.61603546142578
261705;-74.610153198242187;-95.022216796875
262200.5;-79.3074951171875;-102.3570556640625
262696;-79.282463073730469;-91.858573913574219
263191.5;-74.024452209472656;-89.848503112792969
263687;-77.854087829589844;-108.67398071289063
264182.5;-78.9197998046875;-99.079612731933594
264678;-83.374717712402344;-96.417755126953125
265173.5;-77.109519958496094;-113.05160522460937
265669;-77.98223876953125;-103.10009002685547
266164.5;-78.039161682128906;-110.53437805175781
266660;-74.599540710449219;-86.626617431640625
267155.5;-78.017524719238281;-109.39531707763672
267651;-76.466361999511719;-90.792671203613281
268146.5;-75.542510986328125;-89.144218444824219
268642;-77.906929016113281;-106.10293579101562
269137.5;-78.094459533691406;-78.094459533691406
269633;-79.677558898925781;-85.741851806640625
270128.5;-81.73565673828125;-98.918350219726563
270624;-76.541160583496094;-87.997657775878906
271119.5;-71.983505249023438;-81.49298095703125
271615;-76.851554870605469;-94.17877197265625
272110.5;-77.470130920410156;-92.420860290527344
272606;-75.462135314941406;-89.792449951171875
273101.5;-78.081260681152344;-92.247314453125
273597;-75.676986694335938;-92.308174133300781
274092.5;-73.91680908203125;-99.700569152832031
274588;-73.785507202148437;-96.818977355957031
275083.5;-75.496353149414063;-91.800765991210938
275579;-71.950233459472656;-83.717422485351563
276074.5;-73.977043151855469;-89.886932373046875
276570;-76.363479614257813;-84.671493530273438
277065.5;-77.756332397460938;-95.129539489746094
277561;-73.645469665527344;-79.436042785644531
278056.5;-74.805145263671875;-84.663047790527344
278552;-78.507720947265625;-100.09896087646484
279047.5;-77.786880493164063;-89.744331359863281
279543;-73.194725036621094;-88.057762145996094
280038.5;-71.28692626953125;-85.560554504394531
280534;-71.472000122070312;-83.385643005371094
281029.5;-77.848945617675781;-88.074424743652344
281525;-80.567283630371094;-109.71659088134766
282020.5;-83.673362731933594;-92.915916442871094
282516;-78.703880310058594;-89.782295227050781
283011.5;-79.126350402832031;-99.958663940429688
283507;-86.877151489257813;-112.44496154785156
284002.5;-76.242027282714844;-87.270851135253906
284498;-75.978691101074219;-93.129585266113281
284993.5;-77.00750732421875;-83.977439880371094
285489;-76.254837036132813;-76.254837036132813
285984.5;-77.562828063964844;-93.991439819335938
286480;-74.280799865722656;-90.039749145507813
286975.5;-74.341476440429688;-84.941856384277344
287471;-77.096542358398438;-98.781448364257813
287966.5;-78.908920288085938;-95.582481384277344
288462;-79.103324890136719;-98.667816162109375
288957.5;-79.133049011230469;-98.187431335449219
289453;-78.204139709472656;-92.81103515625
289948.5;-77.220497131347656;-77.220497131347656
290444;-78.135513305664062;-78.135513305664062
290939.5;-79.47930908203125;-86.514450073242188
291435;-76.661857604980469;-95.305015563964844
291930.5;-75.743232727050781;-82.657844543457031
292426;-74.975509643554687;-81.304557800292969
292921.5;-78.372314453125;-93.60479736328125
293417;-76.513587951660156;-106.59842681884766
293912.5;-78.638931274414063;-107.60391235351562
294408;-75.003227233886719;-93.325714111328125
294903.5;-78.76788330078125;-113.35244750976562
295399;-81.271171569824219;-98.342353820800781
295894.5;-77.79644775390625;-96.67755126953125
296390;-75.137054443359375;-75.137054443359375
296885.5;-75.426109313964844;-91.038337707519531
297381;-72.07781982421875;-92.915916442871094
297876.5;-82.2147216796875;-90.755706787109375
298372;-75.438270568847656;-83.097732543945313
298867.5;-74.579246520996094;-90.913192749023438
299363;-74.130104064941406;-85.959640502929687
299858.5;-72.948371887207031;-83.575981140136719
300354;-78.1767578125;-78.1767578125
300849.5;-78.197456359863281;-91.437240600585938
301345;-77.332916259765625;-106.93909454345703
