s,CH1[V]
-4.196E-01,-6.63E-01
-4.196E-01,6.57E-01
-4.192E-01,-1.26E+00
-4.192E-01,9.97E-01
-4.188E-01,-6.03E-01
-4.188E-01,1.10E+00
-4.184E-01,-7.03E-01
-4.184E-01,1.32E+00
-4.180E-01,-6.63E-01
-4.180E-01,1.32E+00
-4.176E-01,-5.63E-01
-4.176E-01,1.24E+00
-4.172E-01,-1.08E+00
-4.172E-01,1.30E+00
-4.168E-01,-1.26E+00
-4.168E-01,1.20E+00
-4.164E-01,-1.26E+00
-4.164E-01,9.77E-01
-4.160E-01,-6.83E-01
-4.160E-01,7.37E-01
-4.156E-01,-1.24E+00
-4.156E-01,1.24E+00
-4.152E-01,-6.83E-01
-4.152E-01,1.24E+00
-4.148E-01,-5.83E-01
-4.148E-01,7.77E-01
-4.144E-01,-1.14E+00
-4.144E-01,1.16E+00
-4.140E-01,-1.26E+00
-4.140E-01,1.32E+00
-4.136E-01,-8.23E-01
-4.136E-01,7.97E-01
-4.132E-01,-1.18E+00
-4.132E-01,5.77E-01
-4.128E-01,-7.83E-01
-4.128E-01,1.24E+00
-4.124E-01,-1.18E+00
-4.124E-01,1.28E+00
-4.120E-01,-8.43E-01
-4.120E-01,1.24E+00
-4.116E-01,-6.63E-01
-4.116E-01,9.37E-01
-4.112E-01,-6.63E-01
-4.112E-01,1.26E+00
-4.108E-01,-6.83E-01
-4.108E-01,1.22E+00
-4.104E-01,-1.10E+00
-4.104E-01,1.16E+00
-4.100E-01,-1.28E+00
-4.100E-01,9.37E-01
-4.096E-01,-8.03E-01
-4.096E-01,1.26E+00
-4.092E-01,-1.22E+00
-4.092E-01,1.26E+00
-4.088E-01,-9.23E-01
-4.088E-01,1.28E+00
-4.084E-01,-5.63E-01
-4.084E-01,1.24E+00
-4.080E-01,-6.23E-01
-4.080E-01,9.17E-01
-4.076E-01,-7.23E-01
-4.076E-01,1.06E+00
-4.072E-01,-8.03E-01
-4.072E-01,1.12E+00
-4.068E-01,-1.18E+00
-4.068E-01,1.34E+00
-4.064E-01,-1.02E+00
-4.064E-01,1.24E+00
-4.060E-01,-5.43E-01
-4.060E-01,1.14E+00
-4.056E-01,-1.08E+00
-4.056E-01,1.14E+00
-4.052E-01,-6.03E-01
-4.052E-01,7.17E-01
-4.048E-01,-1.06E+00
-4.048E-01,1.10E+00
-4.044E-01,-1.22E+00
-4.044E-01,1.24E+00
-4.040E-01,-1.02E+00
-4.040E-01,1.14E+00
-4.036E-01,-1.20E+00
-4.036E-01,1.28E+00
-4.032E-01,-1.16E+00
-4.032E-01,1.06E+00
-4.028E-01,-1.22E+00
-4.028E-01,8.97E-01
-4.024E-01,-1.24E+00
-4.024E-01,1.24E+00
-4.020E-01,-1.26E+00
-4.020E-01,3.57E-01
-4.016E-01,-1.18E+00
-4.016E-01,1.24E+00
-4.012E-01,-1.28E+00
-4.012E-01,1.24E+00
-4.008E-01,-1.22E+00
-4.008E-01,1.24E+00
-4.004E-01,-8.63E-01
-4.004E-01,1.26E+00
-4.000E-01,-1.04E+00
-4.000E-01,1.14E+00
-3.996E-01,-6.23E-01
-3.996E-01,1.26E+00
-3.992E-01,-7.63E-01
-3.992E-01,5.97E-01
-3.988E-01,-1.24E+00
-3.988E-01,8.97E-01
-3.984E-01,-1.16E+00
-3.984E-01,1.24E+00
-3.980E-01,-8.03E-01
-3.980E-01,1.28E+00
-3.976E-01,-1.02E+00
-3.976E-01,1.08E+00
-3.972E-01,-1.26E+00
-3.972E-01,1.30E+00
-3.968E-01,-5.83E-01
-3.968E-01,1.08E+00
-3.964E-01,-5.83E-01
-3.964E-01,9.17E-01
-3.960E-01,-5.83E-01
-3.960E-01,1.34E+00
-3.956E-01,-1.24E+00
-3.956E-01,1.26E+00
-3.952E-01,-1.26E+00
-3.952E-01,8.57E-01
-3.948E-01,-9.43E-01
-3.948E-01,1.36E+00
-3.944E-01,-1.28E+00
-3.944E-01,6.97E-01
-3.940E-01,-8.63E-01
-3.940E-01,1.26E+00
-3.936E-01,-1.20E+00
-3.936E-01,1.26E+00
-3.932E-01,-7.43E-01
-3.932E-01,5.97E-01
-3.928E-01,-1.10E+00
-3.928E-01,9.57E-01
-3.924E-01,-1.26E+00
-3.924E-01,1.34E+00
-3.920E-01,-6.03E-01
-3.920E-01,7.17E-01
-3.916E-01,-1.20E+00
-3.916E-01,9.17E-01
-3.912E-01,-1.24E+00
-3.912E-01,1.24E+00
-3.908E-01,-6.23E-01
-3.908E-01,1.34E+00
-3.904E-01,-8.43E-01
-3.904E-01,7.57E-01
-3.900E-01,-1.16E+00
-3.900E-01,1.26E+00
-3.896E-01,-5.03E-01
-3.896E-01,1.26E+00
-3.892E-01,-1.26E+00
-3.892E-01,1.04E+00
-3.888E-01,-1.28E+00
-3.888E-01,1.34E+00
-3.884E-01,-5.63E-01
-3.884E-01,6.97E-01
-3.880E-01,-7.63E-01
-3.880E-01,1.14E+00
-3.876E-01,-1.26E+00
-3.876E-01,1.28E+00
-3.872E-01,-1.28E+00
-3.872E-01,1.26E+00
-3.868E-01,-5.63E-01
-3.868E-01,1.26E+00
-3.864E-01,-7.83E-01
-3.864E-01,3.37E-01
-3.860E-01,-5.83E-01
-3.860E-01,1.08E+00
-3.856E-01,-9.43E-01
-3.856E-01,1.28E+00
-3.852E-01,-1.26E+00
-3.852E-01,1.28E+00
-3.848E-01,-8.63E-01
-3.848E-01,1.34E+00
-3.844E-01,-1.14E+00
-3.844E-01,1.30E+00
-3.840E-01,-5.63E-01
-3.840E-01,1.32E+00
-3.836E-01,-5.63E-01
-3.836E-01,1.10E+00
-3.832E-01,-8.23E-01
-3.832E-01,1.30E+00
-3.828E-01,-9.63E-01
-3.828E-01,1.24E+00
-3.824E-01,-7.63E-01
-3.824E-01,1.26E+00
-3.820E-01,-1.22E+00
-3.820E-01,1.16E+00
-3.816E-01,-6.43E-01
-3.816E-01,1.14E+00
-3.812E-01,-1.12E+00
-3.812E-01,1.04E+00
-3.808E-01,-8.03E-01
-3.808E-01,1.30E+00
-3.804E-01,-1.26E+00
-3.804E-01,8.57E-01
-3.800E-01,-1.26E+00
-3.800E-01,9.57E-01
-3.796E-01,-5.83E-01
-3.796E-01,1.26E+00
-3.792E-01,-1.24E+00
-3.792E-01,7.37E-01
-3.788E-01,-1.00E+00
-3.788E-01,1.08E+00
-3.784E-01,-1.18E+00
-3.784E-01,1.34E+00
-3.780E-01,-1.28E+00
-3.780E-01,7.97E-01
-3.776E-01,-1.22E+00
-3.776E-01,1.34E+00
-3.772E-01,-1.24E+00
-3.772E-01,1.20E+00
-3.768E-01,-1.24E+00
-3.768E-01,3.17E-01
-3.764E-01,-8.03E-01
-3.764E-01,1.08E+00
-3.760E-01,-1.26E+00
-3.760E-01,1.24E+00
-3.756E-01,-1.10E+00
-3.756E-01,8.17E-01
-3.752E-01,-1.04E+00
-3.752E-01,1.32E+00
-3.748E-01,-7.23E-01
-3.748E-01,1.28E+00
-3.744E-01,-5.83E-01
-3.744E-01,1.18E+00
-3.740E-01,-1.22E+00
-3.740E-01,1.26E+00
-3.736E-01,-1.08E+00
-3.736E-01,1.08E+00
-3.732E-01,-6.43E-01
-3.732E-01,1.30E+00
-3.728E-01,-7.83E-01
-3.728E-01,3.17E-01
-3.724E-01,-7.63E-01
-3.724E-01,1.16E+00
-3.720E-01,-6.23E-01
-3.720E-01,1.26E+00
-3.716E-01,-1.22E+00
-3.716E-01,1.04E+00
-3.712E-01,-1.26E+00
-3.712E-01,8.77E-01
-3.708E-01,-6.03E-01
-3.708E-01,4.77E-01
-3.704E-01,-1.26E+00
-3.704E-01,1.34E+00
-3.700E-01,-1.24E+00
-3.700E-01,1.24E+00
-3.696E-01,-6.23E-01
-3.696E-01,1.22E+00
-3.692E-01,-7.03E-01
-3.692E-01,1.14E+00
-3.688E-01,-8.43E-01
-3.688E-01,1.32E+00
-3.684E-01,-5.63E-01
-3.684E-01,1.26E+00
-3.680E-01,-1.26E+00
-3.680E-01,1.12E+00
-3.676E-01,-5.83E-01
-3.676E-01,9.97E-01
-3.672E-01,-1.26E+00
-3.672E-01,1.32E+00
-3.668E-01,-7.63E-01
-3.668E-01,1.24E+00
-3.664E-01,-7.63E-01
-3.664E-01,9.57E-01
-3.660E-01,-1.18E+00
-3.660E-01,1.26E+00
-3.656E-01,-5.23E-01
-3.656E-01,1.14E+00
-3.652E-01,-1.18E+00
-3.652E-01,1.26E+00
-3.648E-01,-1.22E+00
-3.648E-01,1.08E+00
-3.644E-01,-1.26E+00
-3.644E-01,1.34E+00
-3.640E-01,-5.63E-01
-3.640E-01,1.26E+00
-3.636E-01,-1.22E+00
-3.636E-01,1.24E+00
-3.632E-01,-8.83E-01
-3.632E-01,1.32E+00
-3.628E-01,-1.00E+00
-3.628E-01,9.97E-01
-3.624E-01,-1.20E+00
-3.624E-01,1.24E+00
-3.620E-01,-5.83E-01
-3.620E-01,1.32E+00
-3.616E-01,-1.10E+00
-3.616E-01,9.77E-01
-3.612E-01,-1.22E+00
-3.612E-01,1.32E+00
-3.608E-01,-8.23E-01
-3.608E-01,1.28E+00
-3.604E-01,-8.03E-01
-3.604E-01,1.24E+00
-3.600E-01,-1.24E+00
-3.600E-01,1.26E+00
-3.596E-01,-1.26E+00
-3.596E-01,1.26E+00
-3.592E-01,-7.83E-01
-3.592E-01,1.08E+00
-3.588E-01,-1.08E+00
-3.588E-01,1.32E+00
-3.584E-01,-1.24E+00
-3.584E-01,1.22E+00
-3.580E-01,-7.83E-01
-3.580E-01,5.57E-01
-3.576E-01,-5.83E-01
-3.576E-01,4.57E-01
-3.572E-01,-1.20E+00
-3.572E-01,1.26E+00
-3.568E-01,-1.12E+00
-3.568E-01,7.37E-01
-3.564E-01,-1.20E+00
-3.564E-01,1.08E+00
-3.560E-01,-8.83E-01
-3.560E-01,1.16E+00
-3.556E-01,-1.24E+00
-3.556E-01,8.37E-01
-3.552E-01,-5.83E-01
-3.552E-01,1.14E+00
-3.548E-01,-1.14E+00
-3.548E-01,1.30E+00
-3.544E-01,-7.63E-01
-3.544E-01,1.24E+00
-3.540E-01,-7.43E-01
-3.540E-01,1.28E+00
-3.536E-01,-7.63E-01
-3.536E-01,1.32E+00
-3.532E-01,-6.03E-01
-3.532E-01,1.30E+00
-3.528E-01,-6.23E-01
-3.528E-01,1.14E+00
-3.524E-01,-6.83E-01
-3.524E-01,1.30E+00
-3.520E-01,-9.03E-01
-3.520E-01,1.12E+00
-3.516E-01,-1.24E+00
-3.516E-01,1.08E+00
-3.512E-01,-1.28E+00
-3.512E-01,3.17E-01
-3.508E-01,-7.83E-01
-3.508E-01,7.57E-01
-3.504E-01,-5.83E-01
-3.504E-01,1.12E+00
-3.500E-01,-1.26E+00
-3.500E-01,4.37E-01
-3.496E-01,-1.22E+00
-3.496E-01,1.04E+00
-3.492E-01,-6.23E-01
-3.492E-01,1.16E+00
-3.488E-01,-1.24E+00
-3.488E-01,9.57E-01
-3.484E-01,-8.23E-01
-3.484E-01,1.06E+00
-3.480E-01,-1.18E+00
-3.480E-01,1.24E+00
-3.476E-01,-1.22E+00
-3.476E-01,8.37E-01
-3.472E-01,-1.26E+00
-3.472E-01,1.26E+00
-3.468E-01,-1.22E+00
-3.468E-01,1.14E+00
-3.464E-01,-1.06E+00
-3.464E-01,1.30E+00
-3.460E-01,-1.22E+00
-3.460E-01,8.17E-01
-3.456E-01,-1.06E+00
-3.456E-01,7.77E-01
-3.452E-01,-1.28E+00
-3.452E-01,1.26E+00
-3.448E-01,-1.26E+00
-3.448E-01,1.26E+00
-3.444E-01,-6.43E-01
-3.444E-01,1.28E+00
-3.440E-01,-1.26E+00
-3.440E-01,1.18E+00
-3.436E-01,-7.03E-01
-3.436E-01,1.06E+00
-3.432E-01,-1.18E+00
-3.432E-01,3.17E-01
-3.428E-01,-8.83E-01
-3.428E-01,1.26E+00
-3.424E-01,-5.83E-01
-3.424E-01,1.24E+00
-3.420E-01,-1.20E+00
-3.420E-01,1.30E+00
-3.416E-01,-1.26E+00
-3.416E-01,1.34E+00
-3.412E-01,-1.28E+00
-3.412E-01,1.18E+00
-3.408E-01,-7.03E-01
-3.408E-01,1.02E+00
-3.404E-01,-1.26E+00
-3.404E-01,1.26E+00
-3.400E-01,-1.08E+00
-3.400E-01,1.26E+00
-3.396E-01,-1.18E+00
-3.396E-01,1.24E+00
-3.392E-01,-5.83E-01
-3.392E-01,1.16E+00
-3.388E-01,-1.12E+00
-3.388E-01,5.97E-01
-3.384E-01,-4.03E-01
-3.384E-01,1.12E+00
-3.380E-01,-7.23E-01
-3.380E-01,1.30E+00
-3.376E-01,-5.83E-01
-3.376E-01,1.18E+00
-3.372E-01,-8.43E-01
-3.372E-01,5.57E-01
-3.368E-01,-5.83E-01
-3.368E-01,1.28E+00
-3.364E-01,-1.10E+00
-3.364E-01,1.26E+00
-3.360E-01,-1.22E+00
-3.360E-01,7.37E-01
-3.356E-01,-1.10E+00
-3.356E-01,8.97E-01
-3.352E-01,-1.26E+00
-3.352E-01,1.08E+00
-3.348E-01,-6.83E-01
-3.348E-01,6.77E-01
-3.344E-01,-1.24E+00
-3.344E-01,1.26E+00
-3.340E-01,-8.63E-01
-3.340E-01,1.10E+00
-3.336E-01,-5.83E-01
-3.336E-01,1.10E+00
-3.332E-01,-1.02E+00
-3.332E-01,1.30E+00
-3.328E-01,-1.26E+00
-3.328E-01,1.24E+00
-3.324E-01,-1.26E+00
-3.324E-01,1.30E+00
-3.320E-01,-6.23E-01
-3.320E-01,1.26E+00
-3.316E-01,-1.28E+00
-3.316E-01,9.37E-01
-3.312E-01,-1.18E+00
-3.312E-01,5.77E-01
-3.308E-01,-1.26E+00
-3.308E-01,1.26E+00
-3.304E-01,-1.12E+00
-3.304E-01,6.77E-01
-3.300E-01,-1.22E+00
-3.300E-01,5.97E-01
-3.296E-01,-7.63E-01
-3.296E-01,4.17E-01
-3.292E-01,-1.04E+00
-3.292E-01,1.26E+00
-3.288E-01,-1.18E+00
-3.288E-01,6.77E-01
-3.284E-01,-7.63E-01
-3.284E-01,8.17E-01
-3.280E-01,-1.18E+00
-3.280E-01,1.14E+00
-3.276E-01,-7.43E-01
-3.276E-01,1.16E+00
-3.272E-01,-8.23E-01
-3.272E-01,9.37E-01
-3.268E-01,-1.26E+00
-3.268E-01,1.24E+00
-3.264E-01,-1.26E+00
-3.264E-01,1.30E+00
-3.260E-01,-7.63E-01
-3.260E-01,1.16E+00
-3.256E-01,-1.24E+00
-3.256E-01,1.26E+00
-3.252E-01,-1.24E+00
-3.252E-01,1.26E+00
-3.248E-01,-1.12E+00
-3.248E-01,6.57E-01
-3.244E-01,-1.14E+00
-3.244E-01,1.28E+00
-3.240E-01,-1.24E+00
-3.240E-01,6.97E-01
-3.236E-01,-8.43E-01
-3.236E-01,1.22E+00
-3.232E-01,-1.02E+00
-3.232E-01,1.28E+00
-3.228E-01,-1.22E+00
-3.228E-01,1.24E+00
-3.224E-01,-6.23E-01
-3.224E-01,1.34E+00
-3.220E-01,-1.12E+00
-3.220E-01,1.26E+00
-3.216E-01,-1.24E+00
-3.216E-01,9.17E-01
-3.212E-01,-8.43E-01
-3.212E-01,6.17E-01
-3.208E-01,-1.26E+00
-3.208E-01,8.17E-01
-3.204E-01,-7.03E-01
-3.204E-01,9.97E-01
-3.200E-01,-7.63E-01
-3.200E-01,1.16E+00
-3.196E-01,-1.06E+00
-3.196E-01,1.34E+00
-3.192E-01,-1.26E+00
-3.192E-01,1.18E+00
-3.188E-01,-1.26E+00
-3.188E-01,1.14E+00
-3.184E-01,-7.03E-01
-3.184E-01,1.30E+00
-3.180E-01,-7.43E-01
-3.180E-01,1.14E+00
-3.176E-01,-7.03E-01
-3.176E-01,1.26E+00
-3.172E-01,-1.18E+00
-3.172E-01,1.24E+00
-3.168E-01,-1.28E+00
-3.168E-01,1.32E+00
-3.164E-01,-6.03E-01
-3.164E-01,1.26E+00
-3.160E-01,-1.22E+00
-3.160E-01,1.34E+00
-3.156E-01,-1.22E+00
-3.156E-01,9.57E-01
-3.152E-01,-1.12E+00
-3.152E-01,1.28E+00
-3.148E-01,-1.26E+00
-3.148E-01,1.08E+00
-3.144E-01,-5.83E-01
-3.144E-01,1.22E+00
-3.140E-01,-1.26E+00
-3.140E-01,1.10E+00
-3.136E-01,-1.18E+00
-3.136E-01,1.12E+00
-3.132E-01,-1.10E+00
-3.132E-01,7.97E-01
-3.128E-01,-1.20E+00
-3.128E-01,1.28E+00
-3.124E-01,-8.23E-01
-3.124E-01,1.30E+00
-3.120E-01,-5.63E-01
-3.120E-01,9.77E-01
-3.116E-01,-8.23E-01
-3.116E-01,1.34E+00
-3.112E-01,-1.26E+00
-3.112E-01,1.26E+00
-3.108E-01,-9.83E-01
-3.108E-01,5.77E-01
-3.104E-01,-7.43E-01
-3.104E-01,9.57E-01
-3.100E-01,-5.83E-01
-3.100E-01,1.14E+00
-3.096E-01,-7.63E-01
-3.096E-01,3.37E-01
-3.092E-01,-8.63E-01
-3.092E-01,1.04E+00
-3.088E-01,-1.24E+00
-3.088E-01,1.12E+00
-3.084E-01,-1.10E+00
-3.084E-01,1.30E+00
-3.080E-01,-1.26E+00
-3.080E-01,1.24E+00
-3.076E-01,-1.16E+00
-3.076E-01,1.04E+00
-3.072E-01,-8.43E-01
-3.072E-01,1.26E+00
-3.068E-01,-5.83E-01
-3.068E-01,3.97E-01
-3.064E-01,-1.24E+00
-3.064E-01,1.26E+00
-3.060E-01,-7.43E-01
-3.060E-01,1.26E+00
-3.056E-01,-9.43E-01
-3.056E-01,1.28E+00
-3.052E-01,-9.23E-01
-3.052E-01,1.36E+00
-3.048E-01,-1.06E+00
-3.048E-01,1.12E+00
-3.044E-01,-7.03E-01
-3.044E-01,1.32E+00
-3.040E-01,-1.06E+00
-3.040E-01,8.17E-01
-3.036E-01,-6.43E-01
-3.036E-01,1.32E+00
-3.032E-01,-1.28E+00
-3.032E-01,1.14E+00
-3.028E-01,-1.26E+00
-3.028E-01,1.04E+00
-3.024E-01,-1.08E+00
-3.024E-01,1.10E+00
-3.020E-01,-1.26E+00
-3.020E-01,1.30E+00
-3.016E-01,-6.03E-01
-3.016E-01,1.26E+00
-3.012E-01,-8.43E-01
-3.012E-01,1.14E+00
-3.008E-01,-1.24E+00
-3.008E-01,1.32E+00
-3.004E-01,-1.22E+00
-3.004E-01,8.37E-01
-3.000E-01,-6.03E-01
-3.000E-01,1.16E+00
-2.996E-01,-8.43E-01
-2.996E-01,1.24E+00
-2.992E-01,-7.83E-01
-2.992E-01,5.17E-01
-2.988E-01,-1.24E+00
-2.988E-01,1.28E+00
-2.984E-01,-1.24E+00
-2.984E-01,1.16E+00
-2.980E-01,-1.26E+00
-2.980E-01,1.24E+00
-2.976E-01,-1.26E+00
-2.976E-01,1.24E+00
-2.972E-01,-1.20E+00
-2.972E-01,1.28E+00
-2.968E-01,-1.28E+00
-2.968E-01,9.37E-01
-2.964E-01,-1.20E+00
-2.964E-01,7.77E-01
-2.960E-01,-6.43E-01
-2.960E-01,1.30E+00
-2.956E-01,-1.22E+00
-2.956E-01,6.57E-01
-2.952E-01,-5.83E-01
-2.952E-01,1.30E+00
-2.948E-01,-1.00E+00
-2.948E-01,1.30E+00
-2.944E-01,-1.12E+00
-2.944E-01,1.26E+00
-2.940E-01,-1.26E+00
-2.940E-01,1.26E+00
-2.936E-01,-5.83E-01
-2.936E-01,9.57E-01
-2.932E-01,-5.83E-01
-2.932E-01,1.26E+00
-2.928E-01,-6.83E-01
-2.928E-01,8.77E-01
-2.924E-01,-7.83E-01
-2.924E-01,1.12E+00
-2.920E-01,-8.03E-01
-2.920E-01,1.26E+00
-2.916E-01,-8.03E-01
-2.916E-01,1.16E+00
-2.912E-01,-7.43E-01
-2.912E-01,1.26E+00
-2.908E-01,-1.22E+00
-2.908E-01,1.10E+00
-2.904E-01,-1.26E+00
-2.904E-01,1.28E+00
-2.900E-01,-1.06E+00
-2.900E-01,1.24E+00
-2.896E-01,-1.26E+00
-2.896E-01,1.26E+00
-2.892E-01,-1.28E+00
-2.892E-01,1.26E+00
-2.888E-01,-6.03E-01
-2.888E-01,1.16E+00
-2.884E-01,-7.03E-01
-2.884E-01,1.14E+00
-2.880E-01,-1.22E+00
-2.880E-01,1.24E+00
-2.876E-01,-6.63E-01
-2.876E-01,9.37E-01
-2.872E-01,-1.16E+00
-2.872E-01,8.77E-01
-2.868E-01,-5.83E-01
-2.868E-01,1.14E+00
-2.864E-01,-1.18E+00
-2.864E-01,1.32E+00
-2.860E-01,-1.22E+00
-2.860E-01,1.16E+00
-2.856E-01,-5.63E-01
-2.856E-01,1.26E+00
-2.852E-01,-5.23E-01
-2.852E-01,8.77E-01
-2.848E-01,-4.83E-01
-2.848E-01,9.17E-01
-2.844E-01,-1.24E+00
-2.844E-01,1.24E+00
-2.840E-01,-6.83E-01
-2.840E-01,8.77E-01
-2.836E-01,-1.20E+00
-2.836E-01,1.20E+00
-2.832E-01,-1.28E+00
-2.832E-01,7.97E-01
-2.828E-01,-1.24E+00
-2.828E-01,1.24E+00
-2.824E-01,-1.20E+00
-2.824E-01,6.17E-01
-2.820E-01,-1.04E+00
-2.820E-01,8.17E-01
-2.816E-01,-5.63E-01
-2.816E-01,6.97E-01
-2.812E-01,-1.14E+00
-2.812E-01,1.20E+00
-2.808E-01,-6.43E-01
-2.808E-01,1.20E+00
-2.804E-01,-8.43E-01
-2.804E-01,1.16E+00
-2.800E-01,-1.18E+00
-2.800E-01,1.28E+00
-2.796E-01,-1.22E+00
-2.796E-01,1.34E+00
-2.792E-01,-1.24E+00
-2.792E-01,1.32E+00
-2.788E-01,-1.22E+00
-2.788E-01,4.77E-01
-2.784E-01,-7.83E-01
-2.784E-01,1.22E+00
-2.780E-01,-4.63E-01
-2.780E-01,1.32E+00
-2.776E-01,-1.26E+00
-2.776E-01,1.24E+00
-2.772E-01,-1.20E+00
-2.772E-01,1.30E+00
-2.768E-01,-1.24E+00
-2.768E-01,1.36E+00
-2.764E-01,-1.06E+00
-2.764E-01,1.28E+00
-2.760E-01,-1.24E+00
-2.760E-01,1.20E+00
-2.756E-01,-1.26E+00
-2.756E-01,6.17E-01
-2.752E-01,-9.43E-01
-2.752E-01,2.37E-01
-2.748E-01,-6.63E-01
-2.748E-01,1.28E+00
-2.744E-01,-8.63E-01
-2.744E-01,1.26E+00
-2.740E-01,-5.63E-01
-2.740E-01,1.34E+00
-2.736E-01,-5.83E-01
-2.736E-01,1.16E+00
-2.732E-01,-1.28E+00
-2.732E-01,1.26E+00
-2.728E-01,-7.43E-01
-2.728E-01,1.14E+00
-2.724E-01,-6.43E-01
-2.724E-01,1.24E+00
-2.720E-01,-9.83E-01
-2.720E-01,1.24E+00
-2.716E-01,-1.26E+00
-2.716E-01,9.37E-01
-2.712E-01,-1.24E+00
-2.712E-01,1.28E+00
-2.708E-01,-6.03E-01
-2.708E-01,1.18E+00
-2.704E-01,-5.83E-01
-2.704E-01,4.57E-01
-2.700E-01,-1.26E+00
-2.700E-01,1.16E+00
-2.696E-01,-3.83E-01
-2.696E-01,7.97E-01
-2.692E-01,-8.43E-01
-2.692E-01,8.57E-01
-2.688E-01,-7.23E-01
-2.688E-01,5.37E-01
-2.684E-01,-5.43E-01
-2.684E-01,1.26E+00
-2.680E-01,-7.03E-01
-2.680E-01,1.26E+00
-2.676E-01,-1.26E+00
-2.676E-01,9.37E-01
-2.672E-01,-5.43E-01
-2.672E-01,8.37E-01
-2.668E-01,-1.24E+00
-2.668E-01,7.57E-01
-2.664E-01,-5.43E-01
-2.664E-01,1.28E+00
-2.660E-01,-1.26E+00
-2.660E-01,1.30E+00
-2.656E-01,-1.24E+00
-2.656E-01,1.14E+00
-2.652E-01,-7.63E-01
-2.652E-01,1.26E+00
-2.648E-01,-1.26E+00
-2.648E-01,1.34E+00
-2.644E-01,-5.83E-01
-2.644E-01,8.77E-01
-2.640E-01,-1.20E+00
-2.640E-01,1.28E+00
-2.636E-01,-5.83E-01
-2.636E-01,6.97E-01
-2.632E-01,-1.26E+00
-2.632E-01,1.24E+00
-2.628E-01,-1.02E+00
-2.628E-01,1.26E+00
-2.624E-01,-1.16E+00
-2.624E-01,1.04E+00
-2.620E-01,-5.43E-01
-2.620E-01,1.26E+00
-2.616E-01,-6.63E-01
-2.616E-01,1.24E+00
-2.612E-01,-1.18E+00
-2.612E-01,1.26E+00
-2.608E-01,-1.28E+00
-2.608E-01,1.24E+00
-2.604E-01,-1.08E+00
-2.604E-01,9.57E-01
-2.600E-01,-8.03E-01
-2.600E-01,1.24E+00
-2.596E-01,-1.24E+00
-2.596E-01,1.34E+00
-2.592E-01,-7.03E-01
-2.592E-01,5.97E-01
-2.588E-01,-1.26E+00
-2.588E-01,1.02E+00
-2.584E-01,-5.83E-01
-2.584E-01,1.32E+00
-2.580E-01,-7.83E-01
-2.580E-01,1.24E+00
-2.576E-01,-1.22E+00
-2.576E-01,9.57E-01
-2.572E-01,-7.03E-01
-2.572E-01,1.24E+00
-2.568E-01,-1.18E+00
-2.568E-01,1.32E+00
-2.564E-01,-9.43E-01
-2.564E-01,1.32E+00
-2.560E-01,-1.24E+00
-2.560E-01,6.97E-01
-2.556E-01,-1.24E+00
-2.556E-01,1.28E+00
-2.552E-01,-7.03E-01
-2.552E-01,8.77E-01
-2.548E-01,-1.28E+00
-2.548E-01,1.26E+00
-2.544E-01,-1.26E+00
-2.544E-01,9.97E-01
-2.540E-01,-1.22E+00
-2.540E-01,3.37E-01
-2.536E-01,-7.23E-01
-2.536E-01,1.26E+00
-2.532E-01,-9.03E-01
-2.532E-01,6.77E-01
-2.528E-01,-8.63E-01
-2.528E-01,8.77E-01
-2.524E-01,-6.03E-01
-2.524E-01,1.26E+00
-2.520E-01,-1.22E+00
-2.520E-01,1.26E+00
-2.516E-01,-1.02E+00
-2.516E-01,1.24E+00
-2.512E-01,-7.03E-01
-2.512E-01,5.97E-01
-2.508E-01,-7.83E-01
-2.508E-01,5.77E-01
-2.504E-01,-7.83E-01
-2.504E-01,1.30E+00
-2.500E-01,-9.03E-01
-2.500E-01,8.37E-01
-2.496E-01,-1.16E+00
-2.496E-01,1.16E+00
-2.492E-01,-7.43E-01
-2.492E-01,9.57E-01
-2.488E-01,-9.83E-01
-2.488E-01,1.24E+00
-2.484E-01,-7.03E-01
-2.484E-01,1.26E+00
-2.480E-01,-5.83E-01
-2.480E-01,1.22E+00
-2.476E-01,-1.10E+00
-2.476E-01,1.24E+00
-2.472E-01,-5.83E-01
-2.472E-01,1.24E+00
-2.468E-01,-6.63E-01
-2.468E-01,1.34E+00
-2.464E-01,-1.12E+00
-2.464E-01,1.08E+00
-2.460E-01,-6.23E-01
-2.460E-01,1.20E+00
-2.456E-01,-6.03E-01
-2.456E-01,8.77E-01
-2.452E-01,-7.63E-01
-2.452E-01,1.26E+00
-2.448E-01,-1.20E+00
-2.448E-01,6.77E-01
-2.444E-01,-5.83E-01
-2.444E-01,9.37E-01
-2.440E-01,-1.26E+00
-2.440E-01,1.28E+00
-2.436E-01,-1.26E+00
-2.436E-01,1.24E+00
-2.432E-01,-7.83E-01
-2.432E-01,1.10E+00
-2.428E-01,-1.02E+00
-2.428E-01,4.77E-01
-2.424E-01,-8.83E-01
-2.424E-01,1.14E+00
-2.420E-01,-5.83E-01
-2.420E-01,1.08E+00
-2.416E-01,-5.43E-01
-2.416E-01,1.24E+00
-2.412E-01,-1.24E+00
-2.412E-01,1.34E+00
-2.408E-01,-1.14E+00
-2.408E-01,7.17E-01
-2.404E-01,-5.63E-01
-2.404E-01,1.06E+00
-2.400E-01,-1.20E+00
-2.400E-01,1.18E+00
-2.396E-01,-5.23E-01
-2.396E-01,1.34E+00
