s,CH1[V]
-5.796E-01,7.91E-03
-5.792E-01,-3.61E-02
-5.792E-01,8.39E-02
-5.788E-01,-6.01E-02
-5.788E-01,1.19E-02
-5.784E-01,-2.01E-02
-5.784E-01,7.91E-03
-5.780E-01,-1.21E-02
-5.780E-01,3.59E-02
-5.776E-01,-2.01E-02
-5.776E-01,2.39E-02
-5.772E-01,-2.81E-02
-5.772E-01,7.91E-03
-5.768E-01,-3.61E-02
-5.768E-01,7.19E-02
-5.764E-01,-1.08E-01
-5.764E-01,7.91E-03
-5.760E-01,-3.21E-02
-5.760E-01,3.99E-02
-5.756E-01,-6.81E-02
-5.756E-01,1.68E-01
-5.752E-01,-2.01E-02
-5.752E-01,1.19E-02
-5.748E-01,-9.21E-02
-5.748E-01,3.59E-02
-5.744E-01,-1.16E-01
-5.744E-01,7.19E-02
-5.740E-01,-1.21E-02
-5.740E-01,1.59E-02
-5.736E-01,-8.81E-02
-5.736E-01,1.80E-01
-5.732E-01,-2.41E-02
-5.732E-01,7.91E-03
-5.728E-01,-2.01E-02
-5.728E-01,4.79E-02
-5.724E-01,-8.09E-03
-5.724E-01,1.59E-02
-5.720E-01,-2.41E-02
-5.720E-01,2.79E-02
-5.716E-01,-8.81E-02
-5.716E-01,3.91E-03
-5.712E-01,-1.24E-01
-5.712E-01,7.91E-03
-5.708E-01,-3.61E-02
-5.708E-01,1.59E-02
-5.704E-01,-3.21E-02
-5.704E-01,9.19E-02
-5.700E-01,-7.21E-02
-5.700E-01,6.39E-02
-5.696E-01,-2.01E-02
-5.696E-01,1.19E-02
-5.692E-01,-5.21E-02
-5.692E-01,7.91E-03
-5.688E-01,-1.21E-02
-5.688E-01,1.59E-02
-5.684E-01,-1.20E-01
-5.684E-01,7.19E-02
-5.680E-01,-4.81E-02
-5.680E-01,3.91E-03
-5.676E-01,-3.61E-02
-5.676E-01,2.39E-02
-5.672E-01,-8.09E-03
-5.672E-01,2.79E-02
-5.668E-01,-1.61E-02
-5.668E-01,3.91E-03
-5.664E-01,-2.41E-02
-5.664E-01,1.52E-01
-5.660E-01,-8.81E-02
-5.660E-01,1.99E-02
-5.656E-01,-2.81E-02
-5.656E-01,7.91E-03
-5.652E-01,-3.21E-02
-5.652E-01,7.91E-03
-5.648E-01,-3.61E-02
-5.648E-01,1.19E-02
-5.644E-01,-2.41E-02
-5.644E-01,1.32E-01
-5.640E-01,-8.81E-02
-5.640E-01,1.19E-02
-5.636E-01,-8.09E-03
-5.636E-01,4.79E-02
-5.632E-01,-4.01E-02
-5.632E-01,7.91E-03
-5.628E-01,-8.09E-03
-5.628E-01,1.99E-02
-5.624E-01,-3.21E-02
-5.624E-01,8.39E-02
-5.620E-01,-1.21E-02
-5.620E-01,1.60E-01
-5.616E-01,-8.81E-02
-5.616E-01,2.39E-02
-5.612E-01,-1.20E-01
-5.612E-01,7.19E-02
-5.608E-01,-1.20E-01
-5.608E-01,1.44E-01
-5.604E-01,-1.61E-02
-5.604E-01,1.19E-02
-5.600E-01,-1.21E-02
-5.600E-01,1.52E-01
-5.596E-01,-8.09E-03
-5.596E-01,5.59E-02
-5.592E-01,-4.81E-02
-5.592E-01,1.32E-01
-5.588E-01,-2.41E-02
-5.588E-01,5.59E-02
-5.584E-01,-5.21E-02
-5.584E-01,7.91E-03
-5.580E-01,-6.81E-02
-5.580E-01,7.91E-03
-5.576E-01,-3.61E-02
-5.576E-01,1.19E-02
-5.572E-01,-2.41E-02
-5.572E-01,1.99E-02
-5.568E-01,-8.81E-02
-5.568E-01,2.39E-02
-5.564E-01,-2.81E-02
-5.564E-01,9.59E-02
-5.560E-01,-2.41E-02
-5.560E-01,1.28E-01
-5.556E-01,-3.61E-02
-5.556E-01,3.91E-03
-5.552E-01,-6.81E-02
-5.552E-01,1.52E-01
-5.548E-01,-4.41E-02
-5.548E-01,1.19E-02
-5.544E-01,-1.21E-02
-5.544E-01,1.59E-02
-5.540E-01,-1.61E-02
-5.540E-01,1.99E-02
-5.536E-01,-8.81E-02
-5.536E-01,8.39E-02
-5.532E-01,-8.09E-03
-5.532E-01,3.59E-02
-5.528E-01,-1.61E-02
-5.528E-01,1.60E-01
-5.524E-01,-1.32E-01
-5.524E-01,1.04E-01
-5.520E-01,-1.24E-01
-5.520E-01,7.91E-03
-5.516E-01,-2.41E-02
-5.516E-01,1.76E-01
-5.512E-01,-4.01E-02
-5.512E-01,6.39E-02
-5.508E-01,-9.21E-02
-5.508E-01,1.12E-01
-5.504E-01,-8.09E-03
-5.504E-01,1.44E-01
-5.500E-01,-1.20E-01
-5.500E-01,7.19E-02
-5.496E-01,-8.09E-03
-5.496E-01,1.04E-01
-5.492E-01,-8.81E-02
-5.492E-01,3.91E-03
-5.488E-01,-4.41E-02
-5.488E-01,5.99E-02
-5.484E-01,-2.81E-02
-5.484E-01,2.39E-02
-5.480E-01,-9.61E-02
-5.480E-01,1.19E-02
-5.476E-01,-9.61E-02
-5.476E-01,3.91E-03
-5.472E-01,-8.09E-03
-5.472E-01,1.60E-01
-5.468E-01,-1.36E-01
-5.468E-01,5.59E-02
-5.464E-01,-1.21E-02
-5.464E-01,7.91E-03
-5.460E-01,-1.44E-01
-5.460E-01,1.59E-02
-5.456E-01,-1.44E-01
-5.456E-01,2.79E-02
-5.452E-01,-3.61E-02
-5.452E-01,1.56E-01
-5.448E-01,-9.61E-02
-5.448E-01,7.91E-03
-5.444E-01,-8.81E-02
-5.444E-01,1.59E-02
-5.440E-01,-2.01E-02
-5.440E-01,1.19E-02
-5.436E-01,-1.61E-02
-5.436E-01,1.52E-01
-5.432E-01,-2.81E-02
-5.432E-01,1.16E-01
-5.428E-01,-8.09E-03
-5.428E-01,8.39E-02
-5.424E-01,-6.81E-02
-5.424E-01,1.32E-01
-5.420E-01,-8.09E-03
-5.420E-01,1.99E-02
-5.416E-01,-3.21E-02
-5.416E-01,1.19E-02
-5.412E-01,-8.09E-03
-5.412E-01,9.19E-02
-5.408E-01,-3.21E-02
-5.408E-01,1.19E-02
-5.404E-01,-8.81E-02
-5.404E-01,4.39E-02
-5.400E-01,-7.21E-02
-5.400E-01,7.91E-03
-5.396E-01,-8.09E-03
-5.396E-01,3.99E-02
-5.392E-01,-8.09E-03
-5.392E-01,1.28E-01
-5.388E-01,-1.48E-01
-5.388E-01,7.91E-03
-5.384E-01,-1.61E-02
-5.384E-01,7.91E-03
-5.380E-01,-8.09E-03
-5.380E-01,1.80E-01
-5.376E-01,-2.01E-02
-5.376E-01,1.19E-02
-5.372E-01,-1.04E-01
-5.372E-01,1.19E-02
-5.368E-01,-1.20E-01
-5.368E-01,6.79E-02
-5.364E-01,-8.09E-03
-5.364E-01,1.28E-01
-5.360E-01,-2.81E-02
-5.360E-01,9.59E-02
-5.356E-01,-1.61E-02
-5.356E-01,7.91E-03
-5.352E-01,-8.09E-03
-5.352E-01,1.19E-02
-5.348E-01,-8.09E-03
-5.348E-01,3.91E-03
-5.344E-01,-8.81E-02
-5.344E-01,1.99E-02
-5.340E-01,-8.09E-03
-5.340E-01,7.91E-03
-5.336E-01,-2.01E-02
-5.336E-01,2.79E-02
-5.332E-01,-2.81E-02
-5.332E-01,1.52E-01
-5.328E-01,-8.09E-03
-5.328E-01,7.91E-03
-5.324E-01,-8.09E-03
-5.324E-01,5.59E-02
-5.320E-01,-6.01E-02
-5.320E-01,7.91E-03
-5.316E-01,-2.41E-02
-5.316E-01,7.91E-03
-5.312E-01,-1.04E-01
-5.312E-01,7.19E-02
-5.308E-01,-3.61E-02
-5.308E-01,1.59E-02
-5.304E-01,-7.21E-02
-5.304E-01,7.91E-03
-5.300E-01,-6.01E-02
-5.300E-01,1.99E-02
-5.296E-01,-2.01E-02
-5.296E-01,1.19E-02
-5.292E-01,-8.09E-03
-5.292E-01,1.59E-02
-5.288E-01,-7.61E-02
-5.288E-01,7.91E-03
-5.284E-01,-8.09E-03
-5.284E-01,1.19E-02
-5.280E-01,-6.81E-02
-5.280E-01,1.36E-01
-5.276E-01,-8.81E-02
-5.276E-01,7.91E-03
-5.272E-01,-8.09E-03
-5.272E-01,1.48E-01
-5.268E-01,-2.01E-02
-5.268E-01,1.76E-01
-5.264E-01,-8.09E-03
-5.264E-01,7.91E-03
-5.260E-01,-9.21E-02
-5.260E-01,4.39E-02
-5.256E-01,-1.36E-01
-5.256E-01,5.19E-02
-5.252E-01,-8.09E-03
-5.252E-01,1.72E-01
-5.248E-01,-1.21E-02
-5.248E-01,1.48E-01
-5.244E-01,-8.81E-02
-5.244E-01,1.19E-02
-5.240E-01,-9.21E-02
-5.240E-01,7.91E-03
-5.236E-01,-7.61E-02
-5.236E-01,7.91E-03
-5.232E-01,-4.81E-02
-5.232E-01,6.39E-02
-5.228E-01,-9.21E-02
-5.228E-01,2.39E-02
-5.224E-01,-1.00E-01
-5.224E-01,2.39E-02
-5.220E-01,-5.21E-02
-5.220E-01,1.19E-02
-5.216E-01,-8.09E-03
-5.216E-01,1.76E-01
-5.212E-01,-2.01E-02
-5.212E-01,3.59E-02
-5.208E-01,-6.41E-02
-5.208E-01,1.59E-02
-5.204E-01,-2.01E-02
-5.204E-01,3.59E-02
-5.200E-01,-2.41E-02
-5.200E-01,2.39E-02
-5.196E-01,-2.41E-02
-5.196E-01,7.91E-03
-5.192E-01,-6.41E-02
-5.192E-01,3.91E-03
-5.188E-01,-3.21E-02
-5.188E-01,4.79E-02
-5.184E-01,-3.61E-02
-5.184E-01,7.19E-02
-5.180E-01,-2.41E-02
-5.180E-01,2.39E-02
-5.176E-01,-8.01E-02
-5.176E-01,3.99E-02
-5.172E-01,-1.36E-01
-5.172E-01,5.19E-02
-5.168E-01,-3.61E-02
-5.168E-01,4.79E-02
-5.164E-01,-5.21E-02
-5.164E-01,6.79E-02
-5.160E-01,-8.09E-03
-5.160E-01,3.99E-02
-5.156E-01,-3.21E-02
-5.156E-01,8.79E-02
-5.152E-01,-1.40E-01
-5.152E-01,1.19E-02
-5.148E-01,-4.01E-02
-5.148E-01,1.99E-02
-5.144E-01,-1.21E-02
-5.144E-01,1.80E-01
-5.140E-01,-8.01E-02
-5.140E-01,7.91E-03
-5.136E-01,-1.12E-01
-5.136E-01,2.39E-02
-5.132E-01,-6.01E-02
-5.132E-01,1.59E-02
-5.128E-01,-8.09E-03
-5.128E-01,1.60E-01
-5.124E-01,-2.81E-02
-5.124E-01,1.19E-02
-5.120E-01,-1.21E-02
-5.120E-01,1.99E-02
-5.116E-01,-2.41E-02
-5.116E-01,7.91E-03
-5.112E-01,-1.21E-02
-5.112E-01,4.39E-02
-5.108E-01,-1.61E-02
-5.108E-01,1.19E-02
-5.104E-01,-1.21E-02
-5.104E-01,1.59E-02
-5.100E-01,-1.32E-01
-5.100E-01,2.79E-02
-5.096E-01,-8.09E-03
-5.096E-01,1.59E-02
-5.092E-01,-8.09E-03
-5.092E-01,7.19E-02
-5.088E-01,-2.01E-02
-5.088E-01,7.91E-03
-5.084E-01,-2.01E-02
-5.084E-01,3.99E-02
-5.080E-01,-8.09E-03
-5.080E-01,7.91E-03
-5.076E-01,-1.08E-01
-5.076E-01,4.39E-02
-5.072E-01,-7.61E-02
-5.072E-01,7.91E-03
-5.068E-01,-5.21E-02
-5.068E-01,2.39E-02
-5.064E-01,-8.09E-03
-5.064E-01,1.59E-02
-5.060E-01,-1.04E-01
-5.060E-01,1.99E-02
-5.056E-01,-7.61E-02
-5.056E-01,1.19E-02
-5.052E-01,-3.21E-02
-5.052E-01,1.59E-02
-5.048E-01,-8.09E-03
-5.048E-01,1.36E-01
-5.044E-01,-1.21E-02
-5.044E-01,9.99E-02
-5.040E-01,-8.09E-03
-5.040E-01,1.19E-02
-5.036E-01,-9.61E-02
-5.036E-01,1.19E-02
-5.032E-01,-1.12E-01
-5.032E-01,7.59E-02
-5.028E-01,-2.81E-02
-5.028E-01,1.19E-02
-5.024E-01,-2.01E-02
-5.024E-01,7.91E-03
-5.020E-01,-2.01E-02
-5.020E-01,1.40E-01
-5.016E-01,-8.81E-02
-5.016E-01,2.39E-02
-5.012E-01,-8.81E-02
-5.012E-01,1.59E-02
-5.008E-01,-8.41E-02
-5.008E-01,1.59E-02
-5.004E-01,-3.21E-02
-5.004E-01,1.56E-01
-5.000E-01,-6.01E-02
-5.000E-01,5.99E-02
-4.996E-01,-1.61E-02
-4.996E-01,2.79E-02
-4.992E-01,-4.01E-02
-4.992E-01,1.76E-01
-4.988E-01,-8.09E-03
-4.988E-01,1.80E-01
-4.984E-01,-1.40E-01
-4.984E-01,1.19E-02
-4.980E-01,-8.09E-03
-4.980E-01,4.39E-02
-4.976E-01,-6.81E-02
-4.976E-01,1.59E-02
-4.972E-01,-1.21E-02
-4.972E-01,1.72E-01
-4.968E-01,-1.21E-02
-4.968E-01,3.59E-02
-4.964E-01,-8.01E-02
-4.964E-01,3.59E-02
-4.960E-01,-8.09E-03
-4.960E-01,1.04E-01
-4.956E-01,-1.44E-01
-4.956E-01,1.59E-02
-4.952E-01,-1.21E-02
-4.952E-01,1.19E-02
-4.948E-01,-1.21E-02
-4.948E-01,1.19E-02
-4.944E-01,-8.41E-02
-4.944E-01,3.59E-02
-4.940E-01,-1.21E-02
-4.940E-01,3.19E-02
-4.936E-01,-8.09E-03
-4.936E-01,1.59E-02
-4.932E-01,-9.21E-02
-4.932E-01,7.91E-03
-4.928E-01,-2.41E-02
-4.928E-01,1.24E-01
-4.924E-01,-1.48E-01
-4.924E-01,3.91E-03
-4.920E-01,-8.81E-02
-4.920E-01,3.99E-02
-4.916E-01,-7.21E-02
-4.916E-01,7.91E-03
-4.912E-01,-6.41E-02
-4.912E-01,4.79E-02
-4.908E-01,-2.01E-02
-4.908E-01,1.08E-01
-4.904E-01,-8.01E-02
-4.904E-01,1.59E-02
-4.900E-01,-8.81E-02
-4.900E-01,1.12E-01
-4.896E-01,-3.61E-02
-4.896E-01,3.91E-03
-4.892E-01,-3.61E-02
-4.892E-01,1.19E-02
-4.888E-01,-9.21E-02
-4.888E-01,1.59E-02
-4.884E-01,-1.21E-02
-4.884E-01,6.39E-02
-4.880E-01,-8.09E-03
-4.880E-01,1.64E-01
-4.876E-01,-2.41E-02
-4.876E-01,1.99E-02
-4.872E-01,-1.61E-02
-4.872E-01,7.91E-03
-4.868E-01,-8.09E-03
-4.868E-01,7.91E-03
-4.864E-01,-4.01E-02
-4.864E-01,5.99E-02
-4.860E-01,-1.36E-01
-4.860E-01,7.99E-02
-4.856E-01,-8.09E-03
-4.856E-01,1.80E-01
-4.852E-01,-9.61E-02
-4.852E-01,1.12E-01
-4.848E-01,-8.09E-03
-4.848E-01,1.59E-02
-4.844E-01,-8.09E-03
-4.844E-01,1.64E-01
-4.840E-01,-3.61E-02
-4.840E-01,7.91E-03
-4.836E-01,-1.44E-01
-4.836E-01,9.19E-02
-4.832E-01,-1.61E-02
-4.832E-01,7.91E-03
-4.828E-01,-1.21E-02
-4.828E-01,1.64E-01
-4.824E-01,-8.09E-03
-4.824E-01,1.59E-02
-4.820E-01,-1.04E-01
-4.820E-01,7.19E-02
-4.816E-01,-2.01E-02
-4.816E-01,1.19E-02
-4.812E-01,-8.09E-03
-4.812E-01,3.59E-02
-4.808E-01,-8.09E-03
-4.808E-01,1.19E-02
-4.804E-01,-6.41E-02
-4.804E-01,3.91E-03
-4.800E-01,-7.61E-02
-4.800E-01,7.91E-03
-4.796E-01,-1.21E-02
-4.796E-01,1.16E-01
-4.792E-01,-3.61E-02
-4.792E-01,5.59E-02
-4.788E-01,-1.36E-01
-4.788E-01,5.59E-02
-4.784E-01,-9.61E-02
-4.784E-01,7.91E-03
-4.780E-01,-8.81E-02
-4.780E-01,2.79E-02
-4.776E-01,-2.41E-02
-4.776E-01,7.91E-03
-4.772E-01,-1.28E-01
-4.772E-01,7.19E-02
-4.768E-01,-3.21E-02
-4.768E-01,1.99E-02
-4.764E-01,-8.01E-02
-4.764E-01,6.79E-02
-4.760E-01,-1.61E-02
-4.760E-01,1.48E-01
-4.756E-01,-8.09E-03
-4.756E-01,3.99E-02
-4.752E-01,-6.01E-02
-4.752E-01,1.19E-02
-4.748E-01,-1.21E-02
-4.748E-01,3.59E-02
-4.744E-01,-4.01E-02
-4.744E-01,1.99E-02
-4.740E-01,-8.09E-03
-4.740E-01,1.59E-02
-4.736E-01,-8.09E-03
-4.736E-01,4.39E-02
-4.732E-01,-8.09E-03
-4.732E-01,3.91E-03
-4.728E-01,-9.61E-02
-4.728E-01,3.91E-03
-4.724E-01,-6.41E-02
-4.724E-01,1.59E-02
-4.720E-01,-1.21E-02
-4.720E-01,3.59E-02
-4.716E-01,-2.41E-02
-4.716E-01,1.12E-01
-4.712E-01,-2.41E-02
-4.712E-01,7.91E-03
-4.708E-01,-8.01E-02
-4.708E-01,1.80E-01
-4.704E-01,-8.09E-03
-4.704E-01,1.59E-02
-4.700E-01,-8.09E-03
-4.700E-01,1.59E-02
-4.696E-01,-8.81E-02
-4.696E-01,7.91E-03
-4.692E-01,-8.09E-03
-4.692E-01,3.59E-02
-4.688E-01,-2.41E-02
-4.688E-01,4.79E-02
-4.684E-01,-8.81E-02
-4.684E-01,7.91E-03
-4.680E-01,-2.41E-02
-4.680E-01,7.91E-03
-4.676E-01,-1.48E-01
-4.676E-01,1.19E-02
-4.672E-01,-1.04E-01
-4.672E-01,6.79E-02
-4.668E-01,-8.81E-02
-4.668E-01,1.72E-01
-4.664E-01,-8.09E-03
-4.664E-01,3.59E-02
-4.660E-01,-7.61E-02
-4.660E-01,7.91E-03
-4.656E-01,-6.81E-02
-4.656E-01,7.91E-03
-4.652E-01,-8.81E-02
-4.652E-01,8.39E-02
-4.648E-01,-1.08E-01
-4.648E-01,3.91E-03
-4.644E-01,-8.09E-03
-4.644E-01,1.80E-01
-4.640E-01,-2.41E-02
-4.640E-01,2.39E-02
-4.636E-01,-9.21E-02
-4.636E-01,3.91E-03
-4.632E-01,-8.01E-02
-4.632E-01,1.19E-02
-4.628E-01,-1.21E-02
-4.628E-01,3.99E-02
-4.624E-01,-8.09E-03
-4.624E-01,1.28E-01
-4.620E-01,-1.21E-02
-4.620E-01,1.99E-02
-4.616E-01,-1.32E-01
-4.616E-01,4.39E-02
-4.612E-01,-4.01E-02
-4.612E-01,6.39E-02
-4.608E-01,-1.40E-01
-4.608E-01,1.19E-02
-4.604E-01,-8.09E-03
-4.604E-01,1.56E-01
-4.600E-01,-3.21E-02
-4.600E-01,1.08E-01
-4.596E-01,-6.81E-02
-4.596E-01,3.19E-02
-4.592E-01,-2.01E-02
-4.592E-01,1.99E-02
-4.588E-01,-2.81E-02
-4.588E-01,1.99E-02
-4.584E-01,-2.41E-02
-4.584E-01,7.91E-03
-4.580E-01,-7.61E-02
-4.580E-01,6.79E-02
-4.576E-01,-7.21E-02
-4.576E-01,1.80E-01
-4.572E-01,-2.81E-02
-4.572E-01,3.91E-03
-4.568E-01,-1.32E-01
-4.568E-01,6.39E-02
-4.564E-01,-8.01E-02
-4.564E-01,7.91E-03
-4.560E-01,-4.01E-02
-4.560E-01,3.19E-02
-4.556E-01,-8.09E-03
-4.556E-01,1.76E-01
-4.552E-01,-6.41E-02
-4.552E-01,3.59E-02
-4.548E-01,-2.41E-02
-4.548E-01,7.91E-03
-4.544E-01,-2.01E-02
-4.544E-01,2.79E-02
-4.540E-01,-2.41E-02
-4.540E-01,7.91E-03
-4.536E-01,-8.81E-02
-4.536E-01,3.91E-03
-4.532E-01,-7.21E-02
-4.532E-01,4.39E-02
-4.528E-01,-2.41E-02
-4.528E-01,7.91E-03
-4.524E-01,-3.61E-02
-4.524E-01,1.76E-01
-4.520E-01,-2.41E-02
-4.520E-01,1.44E-01
-4.516E-01,-1.61E-02
-4.516E-01,1.60E-01
-4.512E-01,-9.21E-02
-4.512E-01,1.44E-01
-4.508E-01,-2.01E-02
-4.508E-01,1.99E-02
-4.504E-01,-1.44E-01
-4.504E-01,2.79E-02
-4.500E-01,-1.08E-01
-4.500E-01,7.59E-02
-4.496E-01,-7.21E-02
-4.496E-01,3.99E-02
-4.492E-01,-2.01E-02
-4.492E-01,7.91E-03
-4.488E-01,-4.01E-02
-4.488E-01,5.59E-02
-4.484E-01,-2.41E-02
-4.484E-01,4.39E-02
-4.480E-01,-1.61E-02
-4.480E-01,1.99E-02
-4.476E-01,-8.41E-02
-4.476E-01,1.99E-02
-4.472E-01,-8.09E-03
-4.472E-01,4.79E-02
-4.468E-01,-7.21E-02
-4.468E-01,7.91E-03
-4.464E-01,-2.01E-02
-4.464E-01,1.04E-01
-4.460E-01,-2.01E-02
-4.460E-01,7.91E-03
-4.456E-01,-6.01E-02
-4.456E-01,1.64E-01
-4.452E-01,-7.21E-02
-4.452E-01,1.64E-01
-4.448E-01,-9.21E-02
-4.448E-01,2.79E-02
-4.444E-01,-7.21E-02
-4.444E-01,7.91E-03
-4.440E-01,-6.01E-02
-4.440E-01,1.19E-02
-4.436E-01,-8.09E-03
-4.436E-01,1.52E-01
-4.432E-01,-1.32E-01
-4.432E-01,7.91E-03
-4.428E-01,-1.16E-01
-4.428E-01,1.32E-01
-4.424E-01,-6.41E-02
-4.424E-01,1.19E-02
-4.420E-01,-4.01E-02
-4.420E-01,6.79E-02
-4.416E-01,-2.01E-02
-4.416E-01,4.79E-02
-4.412E-01,-6.81E-02
-4.412E-01,1.99E-02
-4.408E-01,-1.40E-01
-4.408E-01,7.91E-03
-4.404E-01,-7.61E-02
-4.404E-01,1.99E-02
-4.400E-01,-8.41E-02
-4.400E-01,7.91E-03
-4.396E-01,-1.61E-02
-4.396E-01,3.99E-02
-4.392E-01,-3.61E-02
-4.392E-01,1.76E-01
-4.388E-01,-1.36E-01
-4.388E-01,4.79E-02
-4.384E-01,-6.81E-02
-4.384E-01,3.91E-03
-4.380E-01,-1.20E-01
-4.380E-01,3.91E-03
-4.376E-01,-8.41E-02
-4.376E-01,1.36E-01
-4.372E-01,-1.16E-01
-4.372E-01,7.19E-02
-4.368E-01,-6.81E-02
-4.368E-01,1.08E-01
-4.364E-01,-2.41E-02
-4.364E-01,2.79E-02
-4.360E-01,-4.41E-02
-4.360E-01,1.19E-02
-4.356E-01,-2.01E-02
-4.356E-01,1.12E-01
-4.352E-01,-6.41E-02
-4.352E-01,7.91E-03
-4.348E-01,-3.21E-02
-4.348E-01,1.19E-02
-4.344E-01,-2.41E-02
-4.344E-01,3.91E-03
-4.340E-01,-9.21E-02
-4.340E-01,1.59E-02
-4.336E-01,-8.09E-03
-4.336E-01,3.19E-02
-4.332E-01,-1.61E-02
-4.332E-01,1.48E-01
-4.328E-01,-1.20E-01
-4.328E-01,3.19E-02
-4.324E-01,-1.21E-02
-4.324E-01,7.91E-03
-4.320E-01,-1.21E-02
-4.320E-01,6.79E-02
-4.316E-01,-7.21E-02
-4.316E-01,3.91E-03
-4.312E-01,-2.81E-02
-4.312E-01,7.91E-03
-4.308E-01,-4.09E-03
-4.308E-01,1.59E-02
-4.304E-01,-1.04E-01
-4.304E-01,1.59E-02
-4.300E-01,-1.28E-01
-4.300E-01,7.91E-03
-4.296E-01,-1.61E-02
-4.296E-01,1.56E-01
-4.292E-01,-8.81E-02
-4.292E-01,7.19E-02
-4.288E-01,-8.09E-03
-4.288E-01,4.79E-02
-4.284E-01,-2.81E-02
-4.284E-01,7.59E-02
-4.280E-01,-8.09E-03
-4.280E-01,1.19E-02
-4.276E-01,-8.41E-02
-4.276E-01,7.91E-03
-4.272E-01,-2.41E-02
-4.272E-01,2.39E-02
-4.268E-01,-3.21E-02
-4.268E-01,1.16E-01
-4.264E-01,-1.20E-01
-4.264E-01,1.19E-02
-4.260E-01,-8.09E-03
-4.260E-01,2.39E-02
-4.256E-01,-1.21E-02
-4.256E-01,1.04E-01
-4.252E-01,-8.09E-03
-4.252E-01,1.48E-01
-4.248E-01,-1.61E-02
-4.248E-01,7.91E-03
-4.244E-01,-9.21E-02
-4.244E-01,1.19E-02
-4.240E-01,-8.09E-03
-4.240E-01,1.56E-01
-4.236E-01,-1.61E-02
-4.236E-01,4.39E-02
-4.232E-01,-8.09E-03
-4.232E-01,5.19E-02
-4.228E-01,-8.81E-02
-4.228E-01,1.19E-02
-4.224E-01,-1.08E-01
-4.224E-01,6.39E-02
-4.220E-01,-3.21E-02
-4.220E-01,1.99E-02
-4.216E-01,-8.81E-02
-4.216E-01,3.91E-03
-4.212E-01,-7.61E-02
-4.212E-01,1.99E-02
-4.208E-01,-8.41E-02
-4.208E-01,1.99E-02
-4.204E-01,-8.09E-03
-4.204E-01,1.19E-02
-4.200E-01,-2.01E-02
-4.200E-01,1.64E-01
-4.196E-01,-7.21E-02
-4.196E-01,3.91E-03
