s,CH1[V]
-4.204E-01,-2.23E-02
-4.204E-01,2.45E-02
-4.200E-01,-1.71E-02
-4.200E-01,1.65E-02
-4.196E-01,-1.95E-02
-4.196E-01,1.45E-02
-4.192E-01,-1.23E-02
-4.192E-01,1.33E-02
-4.188E-01,-2.03E-02
-4.188E-01,1.53E-02
-4.184E-01,-1.83E-02
-4.184E-01,9.70E-03
-4.180E-01,-1.07E-02
-4.180E-01,1.49E-02
-4.176E-01,-2.15E-02
-4.176E-01,1.45E-02
-4.172E-01,-2.19E-02
-4.172E-01,2.21E-02
-4.168E-01,-2.67E-02
-4.168E-01,1.37E-02
-4.164E-01,-1.07E-02
-4.164E-01,1.53E-02
-4.160E-01,-1.35E-02
-4.160E-01,9.30E-03
-4.156E-01,-2.43E-02
-4.156E-01,1.01E-02
-4.152E-01,-1.67E-02
-4.152E-01,1.61E-02
-4.148E-01,-1.43E-02
-4.148E-01,1.53E-02
-4.144E-01,-1.31E-02
-4.144E-01,1.33E-02
-4.140E-01,-1.35E-02
-4.140E-01,9.70E-03
-4.136E-01,-9.90E-03
-4.136E-01,1.37E-02
-4.132E-01,-1.83E-02
-4.132E-01,1.77E-02
-4.128E-01,-1.63E-02
-4.128E-01,8.90E-03
-4.124E-01,-2.11E-02
-4.124E-01,1.69E-02
-4.120E-01,-1.47E-02
-4.120E-01,8.90E-03
-4.116E-01,-1.07E-02
-4.116E-01,1.37E-02
-4.112E-01,-1.31E-02
-4.112E-01,1.29E-02
-4.108E-01,-9.50E-03
-4.108E-01,8.90E-03
-4.104E-01,-1.55E-02
-4.104E-01,3.13E-02
-4.100E-01,-1.95E-02
-4.100E-01,1.73E-02
-4.096E-01,-1.99E-02
-4.096E-01,1.45E-02
-4.092E-01,-2.03E-02
-4.092E-01,1.77E-02
-4.088E-01,-2.11E-02
-4.088E-01,1.85E-02
-4.084E-01,-7.10E-03
-4.084E-01,1.89E-02
-4.080E-01,-1.27E-02
-4.080E-01,1.37E-02
-4.076E-01,-2.03E-02
-4.076E-01,1.33E-02
-4.072E-01,-1.39E-02
-4.072E-01,9.30E-03
-4.068E-01,-1.15E-02
-4.068E-01,1.21E-02
-4.064E-01,-2.95E-02
-4.064E-01,2.21E-02
-4.060E-01,-1.35E-02
-4.060E-01,2.05E-02
-4.056E-01,-2.07E-02
-4.056E-01,1.37E-02
-4.052E-01,-1.99E-02
-4.052E-01,1.85E-02
-4.048E-01,-1.15E-02
-4.048E-01,1.97E-02
-4.044E-01,-1.55E-02
-4.044E-01,1.97E-02
-4.040E-01,-1.47E-02
-4.040E-01,1.69E-02
-4.036E-01,-2.07E-02
-4.036E-01,1.45E-02
-4.032E-01,-2.35E-02
-4.032E-01,1.25E-02
-4.028E-01,-2.15E-02
-4.028E-01,1.45E-02
-4.024E-01,-1.67E-02
-4.024E-01,9.30E-03
-4.020E-01,-1.07E-02
-4.020E-01,1.57E-02
-4.016E-01,-7.10E-03
-4.016E-01,1.29E-02
-4.012E-01,-2.15E-02
-4.012E-01,1.69E-02
-4.008E-01,-2.71E-02
-4.008E-01,1.09E-02
-4.004E-01,-2.11E-02
-4.004E-01,1.45E-02
-4.000E-01,-7.10E-03
-4.000E-01,1.29E-02
-3.996E-01,-1.71E-02
-3.996E-01,1.93E-02
-3.992E-01,-2.19E-02
-3.992E-01,1.37E-02
-3.988E-01,-1.71E-02
-3.988E-01,1.17E-02
-3.984E-01,-1.23E-02
-3.984E-01,1.21E-02
-3.980E-01,-2.19E-02
-3.980E-01,1.85E-02
-3.976E-01,-2.39E-02
-3.976E-01,8.10E-03
-3.972E-01,-2.23E-02
-3.972E-01,2.37E-02
-3.968E-01,-9.10E-03
-3.968E-01,1.65E-02
-3.964E-01,-1.43E-02
-3.964E-01,1.45E-02
-3.960E-01,-2.39E-02
-3.960E-01,2.33E-02
-3.956E-01,-1.83E-02
-3.956E-01,8.50E-03
-3.952E-01,-2.39E-02
-3.952E-01,1.01E-02
-3.948E-01,-2.15E-02
-3.948E-01,1.69E-02
-3.944E-01,-2.11E-02
-3.944E-01,1.21E-02
-3.940E-01,-1.63E-02
-3.940E-01,1.77E-02
-3.936E-01,-7.50E-03
-3.936E-01,1.81E-02
-3.932E-01,-1.51E-02
-3.932E-01,9.30E-03
-3.928E-01,-1.43E-02
-3.928E-01,1.21E-02
-3.924E-01,-2.15E-02
-3.924E-01,2.05E-02
-3.920E-01,-1.87E-02
-3.920E-01,1.69E-02
-3.916E-01,-2.39E-02
-3.916E-01,8.50E-03
-3.912E-01,-2.15E-02
-3.912E-01,9.30E-03
-3.908E-01,-1.35E-02
-3.908E-01,1.33E-02
-3.904E-01,-2.07E-02
-3.904E-01,1.45E-02
-3.900E-01,-1.15E-02
-3.900E-01,1.93E-02
-3.896E-01,-1.59E-02
-3.896E-01,7.70E-03
-3.892E-01,-1.99E-02
-3.892E-01,1.21E-02
-3.888E-01,-1.67E-02
-3.888E-01,1.17E-02
-3.884E-01,-2.19E-02
-3.884E-01,1.97E-02
-3.880E-01,-1.55E-02
-3.880E-01,1.13E-02
-3.876E-01,-1.23E-02
-3.876E-01,1.25E-02
-3.872E-01,-1.75E-02
-3.872E-01,1.85E-02
-3.868E-01,-1.07E-02
-3.868E-01,1.73E-02
-3.864E-01,-2.19E-02
-3.864E-01,1.49E-02
-3.860E-01,-1.55E-02
-3.860E-01,1.61E-02
-3.856E-01,-2.07E-02
-3.856E-01,2.45E-02
-3.852E-01,-2.23E-02
-3.852E-01,1.01E-02
-3.848E-01,-2.67E-02
-3.848E-01,1.37E-02
-3.844E-01,-1.35E-02
-3.844E-01,1.25E-02
-3.840E-01,-2.15E-02
-3.840E-01,9.30E-03
-3.836E-01,-1.95E-02
-3.836E-01,1.29E-02
-3.832E-01,-1.67E-02
-3.832E-01,1.01E-02
-3.828E-01,-2.15E-02
-3.828E-01,1.09E-02
-3.824E-01,-2.23E-02
-3.824E-01,1.01E-02
-3.820E-01,-1.27E-02
-3.820E-01,1.29E-02
-3.816E-01,-1.11E-02
-3.816E-01,1.05E-02
-3.812E-01,-1.39E-02
-3.812E-01,1.73E-02
-3.808E-01,-2.15E-02
-3.808E-01,7.70E-03
-3.804E-01,-2.39E-02
-3.804E-01,8.90E-03
-3.800E-01,-1.15E-02
-3.800E-01,1.69E-02
-3.796E-01,-2.35E-02
-3.796E-01,1.37E-02
-3.792E-01,-1.99E-02
-3.792E-01,2.33E-02
-3.788E-01,-1.91E-02
-3.788E-01,1.17E-02
-3.784E-01,-2.15E-02
-3.784E-01,8.10E-03
-3.780E-01,-2.07E-02
-3.780E-01,1.05E-02
-3.776E-01,-9.10E-03
-3.776E-01,1.93E-02
-3.772E-01,-1.07E-02
-3.772E-01,2.61E-02
-3.768E-01,-2.03E-02
-3.768E-01,1.41E-02
-3.764E-01,-1.51E-02
-3.764E-01,1.37E-02
-3.760E-01,-1.63E-02
-3.760E-01,2.17E-02
-3.756E-01,-1.95E-02
-3.756E-01,9.30E-03
-3.752E-01,-1.31E-02
-3.752E-01,1.57E-02
-3.748E-01,-2.27E-02
-3.748E-01,1.45E-02
-3.744E-01,-1.35E-02
-3.744E-01,1.21E-02
-3.740E-01,-1.43E-02
-3.740E-01,1.05E-02
-3.736E-01,-2.19E-02
-3.736E-01,1.25E-02
-3.732E-01,-2.19E-02
-3.732E-01,1.09E-02
-3.728E-01,-9.90E-03
-3.728E-01,9.30E-03
-3.724E-01,-9.10E-03
-3.724E-01,1.25E-02
-3.720E-01,-7.90E-03
-3.720E-01,1.61E-02
-3.716E-01,-9.90E-03
-3.716E-01,1.85E-02
-3.712E-01,-2.03E-02
-3.712E-01,8.90E-03
-3.708E-01,-1.19E-02
-3.708E-01,1.05E-02
-3.704E-01,-9.90E-03
-3.704E-01,1.57E-02
-3.700E-01,-1.39E-02
-3.700E-01,1.13E-02
-3.696E-01,-1.99E-02
-3.696E-01,8.90E-03
-3.692E-01,-2.43E-02
-3.692E-01,2.17E-02
-3.688E-01,-1.99E-02
-3.688E-01,1.89E-02
-3.684E-01,-1.99E-02
-3.684E-01,1.97E-02
-3.680E-01,-1.95E-02
-3.680E-01,1.37E-02
-3.676E-01,-1.39E-02
-3.676E-01,1.01E-02
-3.672E-01,-2.83E-02
-3.672E-01,1.69E-02
-3.668E-01,-1.95E-02
-3.668E-01,1.29E-02
-3.664E-01,-1.35E-02
-3.664E-01,9.30E-03
-3.660E-01,-2.39E-02
-3.660E-01,1.29E-02
-3.656E-01,-1.43E-02
-3.656E-01,1.05E-02
-3.652E-01,-2.15E-02
-3.652E-01,1.53E-02
-3.648E-01,-1.07E-02
-3.648E-01,1.01E-02
-3.644E-01,-2.07E-02
-3.644E-01,1.09E-02
-3.640E-01,-2.19E-02
-3.640E-01,1.37E-02
-3.636E-01,-2.19E-02
-3.636E-01,1.73E-02
-3.632E-01,-1.39E-02
-3.632E-01,1.57E-02
-3.628E-01,-1.23E-02
-3.628E-01,1.73E-02
-3.624E-01,-2.23E-02
-3.624E-01,1.41E-02
-3.620E-01,-9.50E-03
-3.620E-01,1.57E-02
-3.616E-01,-1.15E-02
-3.616E-01,6.90E-03
-3.612E-01,-1.95E-02
-3.612E-01,2.05E-02
-3.608E-01,-1.43E-02
-3.608E-01,1.33E-02
-3.604E-01,-1.91E-02
-3.604E-01,6.90E-03
-3.600E-01,-2.43E-02
-3.600E-01,1.29E-02
-3.596E-01,-1.79E-02
-3.596E-01,7.70E-03
-3.592E-01,-2.15E-02
-3.592E-01,2.05E-02
-3.588E-01,-1.11E-02
-3.588E-01,1.73E-02
-3.584E-01,-1.99E-02
-3.584E-01,2.37E-02
-3.580E-01,-1.95E-02
-3.580E-01,1.33E-02
-3.576E-01,-1.99E-02
-3.576E-01,1.25E-02
-3.572E-01,-2.07E-02
-3.572E-01,2.09E-02
-3.568E-01,-1.71E-02
-3.568E-01,1.69E-02
-3.564E-01,-1.83E-02
-3.564E-01,2.73E-02
-3.560E-01,-1.15E-02
-3.560E-01,1.77E-02
-3.556E-01,-1.35E-02
-3.556E-01,8.90E-03
-3.552E-01,-9.90E-03
-3.552E-01,1.97E-02
-3.548E-01,-1.83E-02
-3.548E-01,1.09E-02
-3.544E-01,-2.23E-02
-3.544E-01,1.09E-02
-3.540E-01,-1.19E-02
-3.540E-01,1.81E-02
-3.536E-01,-1.07E-02
-3.536E-01,2.01E-02
-3.532E-01,-1.63E-02
-3.532E-01,1.25E-02
-3.528E-01,-2.07E-02
-3.528E-01,2.05E-02
-3.524E-01,-1.87E-02
-3.524E-01,1.21E-02
-3.520E-01,-1.15E-02
-3.520E-01,9.30E-03
-3.516E-01,-1.71E-02
-3.516E-01,1.65E-02
-3.512E-01,-1.07E-02
-3.512E-01,1.05E-02
-3.508E-01,-1.95E-02
-3.508E-01,1.01E-02
-3.504E-01,-1.79E-02
-3.504E-01,1.33E-02
-3.500E-01,-1.27E-02
-3.500E-01,7.70E-03
-3.496E-01,-1.87E-02
-3.496E-01,8.90E-03
-3.492E-01,-2.11E-02
-3.492E-01,1.97E-02
-3.488E-01,-2.43E-02
-3.488E-01,1.61E-02
-3.484E-01,-2.19E-02
-3.484E-01,1.17E-02
-3.480E-01,-1.63E-02
-3.480E-01,1.29E-02
-3.476E-01,-1.07E-02
-3.476E-01,1.21E-02
-3.472E-01,-2.87E-02
-3.472E-01,1.09E-02
-3.468E-01,-1.87E-02
-3.468E-01,1.93E-02
-3.464E-01,-2.11E-02
-3.464E-01,2.45E-02
-3.460E-01,-2.03E-02
-3.460E-01,1.85E-02
-3.456E-01,-1.51E-02
-3.456E-01,1.45E-02
-3.452E-01,-2.11E-02
-3.452E-01,1.37E-02
-3.448E-01,-1.47E-02
-3.448E-01,8.90E-03
-3.444E-01,-1.03E-02
-3.444E-01,1.37E-02
-3.440E-01,-1.23E-02
-3.440E-01,1.21E-02
-3.436E-01,-1.51E-02
-3.436E-01,1.41E-02
-3.432E-01,-1.27E-02
-3.432E-01,1.41E-02
-3.428E-01,-1.35E-02
-3.428E-01,1.97E-02
-3.424E-01,-8.30E-03
-3.424E-01,1.37E-02
-3.420E-01,-2.15E-02
-3.420E-01,6.90E-03
-3.416E-01,-8.70E-03
-3.416E-01,1.21E-02
-3.412E-01,-2.51E-02
-3.412E-01,1.97E-02
-3.408E-01,-1.31E-02
-3.408E-01,1.77E-02
-3.404E-01,-1.19E-02
-3.404E-01,1.65E-02
-3.400E-01,-2.07E-02
-3.400E-01,1.81E-02
-3.396E-01,-1.11E-02
-3.396E-01,2.41E-02
-3.392E-01,-9.50E-03
-3.392E-01,1.49E-02
-3.388E-01,-2.23E-02
-3.388E-01,8.10E-03
-3.384E-01,-2.27E-02
-3.384E-01,1.37E-02
-3.380E-01,-2.35E-02
-3.380E-01,2.37E-02
-3.376E-01,-1.07E-02
-3.376E-01,1.73E-02
-3.372E-01,-1.51E-02
-3.372E-01,2.73E-02
-3.368E-01,-1.95E-02
-3.368E-01,2.69E-02
-3.364E-01,-2.19E-02
-3.364E-01,1.49E-02
-3.360E-01,-1.11E-02
-3.360E-01,9.70E-03
-3.356E-01,-1.83E-02
-3.356E-01,1.49E-02
-3.352E-01,-1.71E-02
-3.352E-01,1.93E-02
-3.348E-01,-2.19E-02
-3.348E-01,1.45E-02
-3.344E-01,-1.07E-02
-3.344E-01,7.70E-03
-3.340E-01,-2.19E-02
-3.340E-01,1.85E-02
-3.336E-01,-1.83E-02
-3.336E-01,8.90E-03
-3.332E-01,-1.79E-02
-3.332E-01,1.33E-02
-3.328E-01,-1.83E-02
-3.328E-01,1.53E-02
-3.324E-01,-2.55E-02
-3.324E-01,1.57E-02
-3.320E-01,-1.19E-02
-3.320E-01,9.30E-03
-3.316E-01,-7.50E-03
-3.316E-01,1.09E-02
-3.312E-01,-1.43E-02
-3.312E-01,1.29E-02
-3.308E-01,-1.87E-02
-3.308E-01,8.90E-03
-3.304E-01,-1.95E-02
-3.304E-01,8.90E-03
-3.300E-01,-2.07E-02
-3.300E-01,8.10E-03
-3.296E-01,-1.83E-02
-3.296E-01,8.90E-03
-3.292E-01,-3.07E-02
-3.292E-01,1.37E-02
-3.288E-01,-2.71E-02
-3.288E-01,1.49E-02
-3.284E-01,-1.83E-02
-3.284E-01,1.49E-02
-3.280E-01,-1.43E-02
-3.280E-01,1.89E-02
-3.276E-01,-1.59E-02
-3.276E-01,1.29E-02
-3.272E-01,-2.47E-02
-3.272E-01,1.57E-02
-3.268E-01,-2.07E-02
-3.268E-01,1.77E-02
-3.264E-01,-1.19E-02
-3.264E-01,1.85E-02
-3.260E-01,-2.11E-02
-3.260E-01,1.73E-02
-3.256E-01,-1.75E-02
-3.256E-01,1.69E-02
-3.252E-01,-1.87E-02
-3.252E-01,7.70E-03
-3.248E-01,-1.95E-02
-3.248E-01,1.41E-02
-3.244E-01,-1.23E-02
-3.244E-01,1.21E-02
-3.240E-01,-2.51E-02
-3.240E-01,1.65E-02
-3.236E-01,-1.19E-02
-3.236E-01,1.17E-02
-3.232E-01,-2.19E-02
-3.232E-01,1.97E-02
-3.228E-01,-1.19E-02
-3.228E-01,1.77E-02
-3.224E-01,-6.70E-03
-3.224E-01,2.21E-02
-3.220E-01,-2.15E-02
-3.220E-01,1.57E-02
-3.216E-01,-1.55E-02
-3.216E-01,1.73E-02
-3.212E-01,-2.23E-02
-3.212E-01,1.77E-02
-3.208E-01,-2.07E-02
-3.208E-01,8.10E-03
-3.204E-01,-1.51E-02
-3.204E-01,1.73E-02
-3.200E-01,-1.79E-02
-3.200E-01,1.25E-02
-3.196E-01,-9.10E-03
-3.196E-01,1.97E-02
-3.192E-01,-2.51E-02
-3.192E-01,1.49E-02
-3.188E-01,-2.95E-02
-3.188E-01,2.61E-02
-3.184E-01,-1.15E-02
-3.184E-01,1.97E-02
-3.180E-01,-1.91E-02
-3.180E-01,1.69E-02
-3.176E-01,-1.91E-02
-3.176E-01,2.25E-02
-3.172E-01,-1.95E-02
-3.172E-01,1.65E-02
-3.168E-01,-1.79E-02
-3.168E-01,2.53E-02
-3.164E-01,-2.11E-02
-3.164E-01,1.37E-02
-3.160E-01,-2.95E-02
-3.160E-01,1.89E-02
-3.156E-01,-1.83E-02
-3.156E-01,1.45E-02
-3.152E-01,-1.35E-02
-3.152E-01,1.49E-02
-3.148E-01,-2.11E-02
-3.148E-01,9.70E-03
-3.144E-01,-1.27E-02
-3.144E-01,1.57E-02
-3.140E-01,-2.15E-02
-3.140E-01,1.21E-02
-3.136E-01,-2.03E-02
-3.136E-01,2.13E-02
-3.132E-01,-8.70E-03
-3.132E-01,1.05E-02
-3.128E-01,-1.23E-02
-3.128E-01,9.70E-03
-3.124E-01,-1.59E-02
-3.124E-01,1.05E-02
-3.120E-01,-1.19E-02
-3.120E-01,1.77E-02
-3.116E-01,-1.99E-02
-3.116E-01,8.90E-03
-3.112E-01,-1.11E-02
-3.112E-01,1.69E-02
-3.108E-01,-1.23E-02
-3.108E-01,1.65E-02
-3.104E-01,-2.31E-02
-3.104E-01,8.10E-03
-3.100E-01,-2.15E-02
-3.100E-01,6.90E-03
-3.096E-01,-2.19E-02
-3.096E-01,1.45E-02
-3.092E-01,-1.63E-02
-3.092E-01,1.33E-02
-3.088E-01,-1.95E-02
-3.088E-01,1.01E-02
-3.084E-01,-2.11E-02
-3.084E-01,1.97E-02
-3.080E-01,-2.23E-02
-3.080E-01,1.45E-02
-3.076E-01,-2.39E-02
-3.076E-01,2.49E-02
-3.072E-01,-1.91E-02
-3.072E-01,1.37E-02
-3.068E-01,-2.31E-02
-3.068E-01,1.57E-02
-3.064E-01,-2.47E-02
-3.064E-01,1.37E-02
-3.060E-01,-9.50E-03
-3.060E-01,1.81E-02
-3.056E-01,-1.63E-02
-3.056E-01,1.77E-02
-3.052E-01,-1.63E-02
-3.052E-01,1.25E-02
-3.048E-01,-2.19E-02
-3.048E-01,8.10E-03
-3.044E-01,-1.95E-02
-3.044E-01,1.57E-02
-3.040E-01,-2.03E-02
-3.040E-01,1.69E-02
-3.036E-01,-2.35E-02
-3.036E-01,1.21E-02
-3.032E-01,-2.55E-02
-3.032E-01,1.05E-02
-3.028E-01,-1.35E-02
-3.028E-01,1.49E-02
-3.024E-01,-2.39E-02
-3.024E-01,1.57E-02
-3.020E-01,-1.27E-02
-3.020E-01,9.30E-03
-3.016E-01,-2.15E-02
-3.016E-01,9.30E-03
-3.012E-01,-2.23E-02
-3.012E-01,1.37E-02
-3.008E-01,-2.11E-02
-3.008E-01,7.30E-03
-3.004E-01,-2.23E-02
-3.004E-01,2.49E-02
-3.000E-01,-1.35E-02
-3.000E-01,1.09E-02
-2.996E-01,-1.07E-02
-2.996E-01,1.73E-02
-2.992E-01,-2.59E-02
-2.992E-01,9.70E-03
-2.988E-01,-2.31E-02
-2.988E-01,1.89E-02
-2.984E-01,-1.19E-02
-2.984E-01,1.33E-02
-2.980E-01,-2.31E-02
-2.980E-01,1.17E-02
-2.976E-01,-1.79E-02
-2.976E-01,1.65E-02
-2.972E-01,-1.83E-02
-2.972E-01,1.45E-02
-2.968E-01,-2.11E-02
-2.968E-01,1.97E-02
-2.964E-01,-1.99E-02
-2.964E-01,1.85E-02
-2.960E-01,-2.31E-02
-2.960E-01,2.05E-02
-2.956E-01,-2.15E-02
-2.956E-01,8.10E-03
-2.952E-01,-2.31E-02
-2.952E-01,2.85E-02
-2.948E-01,-2.23E-02
-2.948E-01,2.05E-02
-2.944E-01,-8.30E-03
-2.944E-01,1.21E-02
-2.940E-01,-2.23E-02
-2.940E-01,1.89E-02
-2.936E-01,-1.99E-02
-2.936E-01,1.17E-02
-2.932E-01,-1.27E-02
-2.932E-01,1.29E-02
-2.928E-01,-2.23E-02
-2.928E-01,9.30E-03
-2.924E-01,-1.67E-02
-2.924E-01,1.45E-02
-2.920E-01,-1.07E-02
-2.920E-01,1.09E-02
-2.916E-01,-1.31E-02
-2.916E-01,1.77E-02
-2.912E-01,-2.11E-02
-2.912E-01,1.77E-02
-2.908E-01,-2.51E-02
-2.908E-01,1.73E-02
-2.904E-01,-1.43E-02
-2.904E-01,2.13E-02
-2.900E-01,-2.19E-02
-2.900E-01,9.30E-03
-2.896E-01,-1.27E-02
-2.896E-01,1.41E-02
-2.892E-01,-1.11E-02
-2.892E-01,1.77E-02
-2.888E-01,-1.31E-02
-2.888E-01,1.13E-02
-2.884E-01,-1.23E-02
-2.884E-01,1.85E-02
-2.880E-01,-1.15E-02
-2.880E-01,1.77E-02
-2.876E-01,-2.11E-02
-2.876E-01,1.85E-02
-2.872E-01,-2.51E-02
-2.872E-01,1.97E-02
-2.868E-01,-2.31E-02
-2.868E-01,1.21E-02
-2.864E-01,-1.59E-02
-2.864E-01,1.45E-02
-2.860E-01,-1.07E-02
-2.860E-01,1.53E-02
-2.856E-01,-1.79E-02
-2.856E-01,2.01E-02
-2.852E-01,-1.75E-02
-2.852E-01,1.21E-02
-2.848E-01,-1.15E-02
-2.848E-01,1.25E-02
-2.844E-01,-2.19E-02
-2.844E-01,1.45E-02
-2.840E-01,-2.27E-02
-2.840E-01,2.25E-02
-2.836E-01,-7.90E-03
-2.836E-01,9.30E-03
-2.832E-01,-1.39E-02
-2.832E-01,1.33E-02
-2.828E-01,-9.90E-03
-2.828E-01,1.01E-02
-2.824E-01,-2.23E-02
-2.824E-01,1.45E-02
-2.820E-01,-1.19E-02
-2.820E-01,1.65E-02
-2.816E-01,-1.11E-02
-2.816E-01,1.45E-02
-2.812E-01,-7.10E-03
-2.812E-01,1.17E-02
-2.808E-01,-2.31E-02
-2.808E-01,1.49E-02
-2.804E-01,-2.23E-02
-2.804E-01,1.73E-02
-2.800E-01,-2.51E-02
-2.800E-01,1.37E-02
-2.796E-01,-2.03E-02
-2.796E-01,9.30E-03
-2.792E-01,-1.47E-02
-2.792E-01,1.49E-02
-2.788E-01,-1.71E-02
-2.788E-01,2.13E-02
-2.784E-01,-1.99E-02
-2.784E-01,1.53E-02
-2.780E-01,-1.43E-02
-2.780E-01,1.45E-02
-2.776E-01,-1.99E-02
-2.776E-01,1.45E-02
-2.772E-01,-1.67E-02
-2.772E-01,1.65E-02
-2.768E-01,-1.83E-02
-2.768E-01,8.50E-03
-2.764E-01,-1.19E-02
-2.764E-01,1.49E-02
-2.760E-01,-2.07E-02
-2.760E-01,1.25E-02
-2.756E-01,-2.19E-02
-2.756E-01,8.90E-03
-2.752E-01,-1.47E-02
-2.752E-01,2.25E-02
-2.748E-01,-2.35E-02
-2.748E-01,8.10E-03
-2.744E-01,-1.11E-02
-2.744E-01,3.05E-02
-2.740E-01,-1.59E-02
-2.740E-01,1.57E-02
-2.736E-01,-1.27E-02
-2.736E-01,1.49E-02
-2.732E-01,-1.71E-02
-2.732E-01,1.77E-02
-2.728E-01,-1.07E-02
-2.728E-01,1.45E-02
-2.724E-01,-1.27E-02
-2.724E-01,1.65E-02
-2.720E-01,-1.11E-02
-2.720E-01,1.01E-02
-2.716E-01,-2.07E-02
-2.716E-01,7.70E-03
-2.712E-01,-2.19E-02
-2.712E-01,8.50E-03
-2.708E-01,-1.91E-02
-2.708E-01,1.01E-02
-2.704E-01,-1.67E-02
-2.704E-01,9.30E-03
-2.700E-01,-1.71E-02
-2.700E-01,1.65E-02
-2.696E-01,-1.87E-02
-2.696E-01,8.50E-03
-2.692E-01,-1.71E-02
-2.692E-01,1.73E-02
-2.688E-01,-1.07E-02
-2.688E-01,1.05E-02
-2.684E-01,-2.07E-02
-2.684E-01,1.93E-02
-2.680E-01,-1.11E-02
-2.680E-01,7.70E-03
-2.676E-01,-1.03E-02
-2.676E-01,1.69E-02
-2.672E-01,-1.67E-02
-2.672E-01,1.73E-02
-2.668E-01,-1.55E-02
-2.668E-01,1.49E-02
-2.664E-01,-2.23E-02
-2.664E-01,2.57E-02
-2.660E-01,-2.23E-02
-2.660E-01,1.97E-02
-2.656E-01,-1.95E-02
-2.656E-01,9.30E-03
-2.652E-01,-2.11E-02
-2.652E-01,1.53E-02
-2.648E-01,-1.75E-02
-2.648E-01,1.05E-02
-2.644E-01,-2.27E-02
-2.644E-01,9.70E-03
-2.640E-01,-1.07E-02
-2.640E-01,1.21E-02
-2.636E-01,-1.99E-02
-2.636E-01,8.50E-03
-2.632E-01,-1.91E-02
-2.632E-01,2.05E-02
-2.628E-01,-1.07E-02
-2.628E-01,8.90E-03
-2.624E-01,-2.19E-02
-2.624E-01,1.53E-02
-2.620E-01,-2.07E-02
-2.620E-01,1.33E-02
-2.616E-01,-1.15E-02
-2.616E-01,1.85E-02
-2.612E-01,-2.19E-02
-2.612E-01,1.01E-02
-2.608E-01,-1.83E-02
-2.608E-01,1.05E-02
-2.604E-01,-2.59E-02
-2.604E-01,1.69E-02
-2.600E-01,-1.23E-02
-2.600E-01,1.41E-02
-2.596E-01,-9.50E-03
-2.596E-01,8.10E-03
-2.592E-01,-1.87E-02
-2.592E-01,2.41E-02
-2.588E-01,-1.91E-02
-2.588E-01,1.37E-02
-2.584E-01,-1.99E-02
-2.584E-01,1.81E-02
-2.580E-01,-2.27E-02
-2.580E-01,1.57E-02
-2.576E-01,-1.63E-02
-2.576E-01,2.09E-02
-2.572E-01,-2.79E-02
-2.572E-01,1.97E-02
-2.568E-01,-1.47E-02
-2.568E-01,1.69E-02
-2.564E-01,-1.83E-02
-2.564E-01,1.77E-02
-2.560E-01,-1.91E-02
-2.560E-01,2.25E-02
-2.556E-01,-2.03E-02
-2.556E-01,1.29E-02
-2.552E-01,-1.47E-02
-2.552E-01,1.25E-02
-2.548E-01,-1.59E-02
-2.548E-01,1.49E-02
-2.544E-01,-2.35E-02
-2.544E-01,1.89E-02
-2.540E-01,-1.55E-02
-2.540E-01,2.29E-02
-2.536E-01,-1.31E-02
-2.536E-01,1.65E-02
-2.532E-01,-1.23E-02
-2.532E-01,1.29E-02
-2.528E-01,-1.19E-02
-2.528E-01,1.17E-02
-2.524E-01,-1.15E-02
-2.524E-01,8.10E-03
-2.520E-01,-1.59E-02
-2.520E-01,2.05E-02
-2.516E-01,-1.19E-02
-2.516E-01,2.05E-02
-2.512E-01,-1.03E-02
-2.512E-01,1.73E-02
-2.508E-01,-1.79E-02
-2.508E-01,1.41E-02
-2.504E-01,-1.39E-02
-2.504E-01,1.25E-02
-2.500E-01,-1.91E-02
-2.500E-01,1.73E-02
-2.496E-01,-1.35E-02
-2.496E-01,1.45E-02
-2.492E-01,-2.27E-02
-2.492E-01,9.70E-03
-2.488E-01,-1.99E-02
-2.488E-01,1.17E-02
-2.484E-01,-2.15E-02
-2.484E-01,1.45E-02
-2.480E-01,-2.11E-02
-2.480E-01,2.01E-02
-2.476E-01,-1.47E-02
-2.476E-01,1.81E-02
-2.472E-01,-2.27E-02
-2.472E-01,1.93E-02
-2.468E-01,-2.07E-02
-2.468E-01,1.09E-02
-2.464E-01,-2.23E-02
-2.464E-01,2.13E-02
-2.460E-01,-1.79E-02
-2.460E-01,1.93E-02
-2.456E-01,-1.23E-02
-2.456E-01,9.30E-03
-2.452E-01,-1.55E-02
-2.452E-01,1.45E-02
-2.448E-01,-1.15E-02
-2.448E-01,1.33E-02
-2.444E-01,-1.15E-02
-2.444E-01,1.81E-02
-2.440E-01,-1.11E-02
-2.440E-01,8.50E-03
-2.436E-01,-1.23E-02
-2.436E-01,1.21E-02
-2.432E-01,-2.03E-02
-2.432E-01,1.33E-02
-2.428E-01,-1.95E-02
-2.428E-01,1.21E-02
-2.424E-01,-1.83E-02
-2.424E-01,1.01E-02
-2.420E-01,-1.23E-02
-2.420E-01,1.25E-02
-2.416E-01,-1.79E-02
-2.416E-01,1.45E-02
-2.412E-01,-9.50E-03
-2.412E-01,1.77E-02
-2.408E-01,-1.11E-02
-2.408E-01,8.90E-03
-2.404E-01,-1.91E-02
-2.404E-01,2.49E-02
