Type;ZVL-3;
Version;3.31;
Date;23.May 25;
Mode;ANALYZER;
Center Freq;5004500.000000;Hz
Freq Offset;0.000000;Hz
Span;9991000.000000;Hz
x-Axis;LIN;
Start;9000.000000;Hz
Stop;10000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;300.000000;Hz
VBW;1000.000000;Hz
SWT;110.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;2001;
863230.5;-62.705677032470703;-99.90155029296875
868226;-62.259742736816406;-94.544052124023438
873221.5;-64.116645812988281;-105.27960968017578
878217;-62.701858520507813;-103.82279968261719
883212.5;-59.291709899902344;-90.031913757324219
888208;-61.199108123779297;-96.13909912109375
893203.5;-59.742954254150391;-97.713241577148438
898199;-60.262313842773437;-92.250679016113281
903194.5;-64.98876953125;-97.681686401367188
908190;-63.412162780761719;-90.248680114746094
913185.5;-62.053928375244141;-105.4473876953125
918181;-63.760177612304688;-105.95473480224609
923176.5;-62.158756256103516;-95.838478088378906
928172;-60.930488586425781;-91.759269714355469
933167.5;-62.504615783691406;-93.983207702636719
938163;-64.07012939453125;-107.92565155029297
943158.5;-61.963436126708984;-109.64138793945312
948154;-61.633609771728516;-102.89105987548828
953149.5;-62.537162780761719;-92.3013916015625
958145;-59.520389556884766;-89.547050476074219
963140.5;-61.610309600830078;-99.812545776367188
968136;-60.43267822265625;-105.98745727539062
973131.5;-63.241691589355469;-93.051612854003906
978127;-61.085960388183594;-106.20315551757812
983122.5;-61.745918273925781;-102.64222717285156
988118;-60.807670593261719;-86.245269775390625
993113.5;-60.783504486083984;-91.474151611328125
998109;-58.452129364013672;-98.308441162109375
1003104.5;-60.548347473144531;-92.934135437011719
1008100;-63.166278839111328;-102.89105987548828
1013095.5;-63.781002044677734;-110.10269165039062
1018091;-60.759597778320313;-92.444961547851563
1023086.5;-62.709384918212891;-84.840736389160156
1028082;-61.057857513427734;-87.727188110351563
1033077.5;-60.674812316894531;-98.867660522460938
1038073;-61.915718078613281;-90.849853515625
1043068.5;-63.693603515625;-98.261184692382812
1048064;-63.044902801513672;-89.683914184570313
1053059.5;-62.865737915039062;-104.66726684570312
1058055;-63.471576690673828;-100.62190246582031
1063050.5;-63.219974517822266;-107.44741821289062
1068046;-63.838394165039062;-94.588050842285156
1073041.5;-64.920814514160156;-104.56927490234375
1078037;-66.312889099121094;-116.66633605957031
1083032.5;-65.879959106445313;-112.47949981689453
1088028;-62.947116851806641;-108.92314147949219
1093023.5;-64.655311584472656;-102.19669342041016
1098019;-62.783187866210938;-103.55861663818359
1103014.5;-64.581123352050781;-90.801223754882813
1108010;-64.574714660644531;-92.103630065917969
1113005.5;-67.555686950683594;-86.594924926757813
1118001;-66.864990234375;-94.699043273925781
1122996.5;-64.937202453613281;-104.43118286132812
1127992;-66.409385681152344;-102.94861602783203
1132987.5;-63.653800964355469;-115.08270263671875
1137983;-63.942928314208984;-104.04270172119141
1142978.5;-69.995964050292969;-99.700569152832031
1147974;-67.272369384765625;-99.558700561523438
1152969.5;-67.008682250976563;-105.23441314697266
1157965;-66.4329833984375;-113.08865356445312
1162960.5;-66.151237487792969;-100.53398895263672
1167956;-65.936477661132812;-100.27545928955078
1172951.5;-67.762092590332031;-97.275611877441406
1177947;-66.789894104003906;-101.32083129882812
1182942.5;-67.694007873535156;-103.57101440429687
1187938;-69.474037170410156;-100.87290954589844
1192933.5;-66.641090393066406;-97.732223510742188
1197929;-69.961196899414063;-100.67507934570312
1202924.5;-68.832611083984375;-108.74122619628906
1207920;-69.019950866699219;-107.96672058105469
1212915.5;-72.839485168457031;-106.44161224365234
1217911;-69.606513977050781;-101.58332061767578
1222906.5;-69.242355346679688;-107.52531433105469
1227902;-70.649101257324219;-97.618934631347656
1232897.5;-70.137245178222656;-97.776679992675781
1237893;-70.325569152832031;-114.94373321533203
1242888.5;-68.829200744628906;-109.998046875
1247884;-70.733879089355469;-103.31427764892578
1252879.5;-74.417701721191406;-95.757354736328125
1257875;-72.350013732910156;-94.061737060546875
1262870.5;-76.021766662597656;-110.31584930419922
1267866;-72.913383483886719;-108.71875
1272861.5;-74.102943420410156;-108.54103088378906
1277857;-73.350540161132812;-104.43118286132812
1282852.5;-73.052352905273437;-95.012947082519531
1287848;-73.923347473144531;-96.655136108398438
1292843.5;-73.05975341796875;-108.83170318603516
1297839;-73.499092102050781;-102.3570556640625
1302834.5;-73.478103637695313;-108.76375579833984
1307830;-71.467071533203125;-102.08096313476562
1312825.5;-73.364326477050781;-105.50920867919922
1317821;-70.828651428222656;-117.24560546875
1322816.5;-73.496368408203125;-105.57147216796875
1327812;-71.443389892578125;-104.83786010742187
1332807.5;-70.826080322265625;-98.788604736328125
1337803;-70.843833923339844;-99.613594055175781
1342798.5;-70.007667541503906;-102.67574310302734
1347794;-70.09112548828125;-112.76084899902344
1352789.5;-69.565093994140625;-106.44161224365234
1357785;-71.9388427734375;-100.56904602050781
1362780.5;-69.952644348144531;-98.94744873046875
1367776;-68.691413879394531;-107.38943481445312
1372771.5;-67.019935607910156;-98.009010314941406
1377767;-67.343338012695312;-99.708518981933594
1382762.5;-68.759918212890625;-110.36997985839844
1387758;-68.129608154296875;-108.11200714111328
1392753.5;-65.770263671875;-100.36078643798828
1397749;-68.453948974609375;-104.24147033691406
1402744.5;-67.638534545898437;-95.717071533203125
1407740;-64.849075317382813;-97.40277099609375
1412735.5;-66.069290161132813;-95.982307434082031
1417731;-66.259628295898437;-103.74649047851562
1422726.5;-66.649574279785156;-90.424430847167969
1427722;-64.149215698242187;-93.816131591796875
1432717.5;-66.553535461425781;-100.81851196289062
1437713;-65.403610229492188;-106.92082977294922
1442708.5;-65.756050109863281;-99.99969482421875
1447704;-63.198551177978516;-99.228858947753906
1452699.5;-65.140853881835938;-104.55536651611328
1457695;-64.143905639648438;-93.596923828125
1462690.5;-62.628303527832031;-90.90740966796875
1467686;-64.167930603027344;-99.206306457519531
1472681.5;-65.435539245605469;-103.25424194335937
1477677;-63.664081573486328;-97.360176086425781
1482672.5;-63.594001770019531;-94.663375854492188
1487668;-64.280838012695312;-81.587265014648438
1492663.5;-62.609840393066406;-85.1834716796875
1497659;-63.653049468994141;-106.27062225341797
1502654.5;-63.774520874023438;-115.76239776611328
1507650;-63.660316467285156;-89.272445678710938
1512645.5;-65.290802001953125;-99.274131774902344
1517641;-63.861331939697266;-95.99267578125
1522636.5;-63.143211364746094;-111.52980804443359
1527632;-64.021896362304687;-98.114303588867187
1532627.5;-64.80633544921875;-94.865959167480469
1537623;-62.446098327636719;-96.207931518554688
1542618.5;-61.989253997802734;-98.625587463378906
1547614;-63.154914855957031;-97.4947509765625
1552609.5;-62.307563781738281;-96.716926574707031
1557605;-62.657295227050781;-91.881149291992188
1562600.5;-64.48809814453125;-89.704002380371094
1567596;-64.122856140136719;-100.58663177490234
1572591.5;-64.562187194824219;-101.61298370361328
1577587;-62.162654876708984;-108.49716186523437
1582582.5;-61.816097259521484;-84.891151428222656
1587578;-63.975627899169922;-103.14723205566406
1592573.5;-63.141914367675781;-100.90023803710937
1597569;-63.486431121826172;-109.01554107666016
1602564.5;-62.003017425537109;-88.431770324707031
1607560;-63.339000701904297;-103.42337799072266
1612555.5;-61.782402038574219;-104.13489532470703
1617551;-61.689178466796875;-83.019363403320312
1622546.5;-63.282886505126953;-95.096733093261719
1627542;-62.843231201171875;-92.668411254882813
1632537.5;-64.547874450683594;-106.10293579101562
1637533;-64.626960754394531;-115.96678161621094
1642528.5;-61.995769500732422;-93.272468566894531
1647524;-61.341056823730469;-107.70318603515625
1652519.5;-61.899322509765625;-99.426788330078125
1657515;-62.413127899169922;-100.61307525634766
1662510.5;-62.296630859375;-99.419097900390625
1667506;-64.104499816894531;-109.49290466308594
1672501.5;-64.600662231445312;-100.74650573730469
1677497;-63.388069152832031;-79.91619873046875
1682492.5;-65.750144958496094;-97.390579223632812
1687488;-63.51165771484375;-93.491310119628906
1692483.5;-63.375930786132813;-90.9537353515625
1697479;-64.097900390625;-88.19403076171875
1702474.5;-62.856929779052734;-101.61298370361328
1707470;-63.400836944580078;-98.274650573730469
1712465.5;-62.416172027587891;-102.87959289550781
1717461;-63.846332550048828;-93.787918090820313
1722456.5;-63.308609008789063;-89.879234313964844
1727452;-63.732070922851562;-104.24147033691406
1732447.5;-64.941421508789063;-97.269607543945313
1737443;-65.403610229492188;-98.03521728515625
1742438.5;-63.976276397705078;-85.294731140136719
1747434;-63.204021453857422;-91.939491271972656
1752429.5;-63.658939361572266;-95.045433044433594
1757425;-63.722846984863281;-99.342498779296875
1762420.5;-65.110725402832031;-101.95642852783203
1767416;-65.800041198730469;-88.863594055175781
1772411.5;-67.354270935058594;-100.31802368164062
1777407;-66.825920104980469;-90.413505554199219
1782402.5;-67.247894287109375;-104.52761840820312
1787398;-66.3076171875;-104.05581665039062
1792393.5;-64.928207397460938;-98.107681274414063
1797389;-64.927192687988281;-96.643951416015625
1802384.5;-66.701553344726563;-90.945030212402344
1807380;-67.986709594726563;-103.1590576171875
1812375.5;-67.362907409667969;-97.904983520507813
1817371;-67.704986572265625;-120.56026458740234
1822366.5;-67.041374206542969;-96.830390930175781
1827362;-66.120063781738281;-95.838478088378906
1832357.5;-67.392913818359375;-108.83170318603516
1837353;-70.122718811035156;-106.59842681884766
1842348.5;-68.006126403808594;-98.810089111328125
1847344;-69.053474426269531;-91.415786743164063
1852339.5;-71.031600952148438;-101.58332061767578
1857335;-68.440681457519531;-110.47922515869141
1862330.5;-68.451553344726563;-91.900558471679688
1867326;-70.608268737792969;-110.05020904541016
1872321.5;-69.917800903320312;-105.05593109130859
1877317;-70.964195251464844;-102.46563720703125
1882312.5;-69.735496520996094;-107.96672058105469
1887308;-72.537834167480469;-103.60832214355469
1892303.5;-69.920372009277344;-108.96920776367187
1897299;-70.849571228027344;-103.59586334228516
1902294.5;-71.461212158203125;-113.46800994873047
1907290;-73.854965209960937;-98.674873352050781
1912285.5;-74.392646789550781;-107.18013000488281
1917281;-72.118560791015625;-100.80947113037109
1922276.5;-72.766212463378906;-105.87348175048828
1927272;-73.189834594726562;-110.28892517089844
1932267.5;-73.575698852539062;-101.69258117675781
1937263;-71.473846435546875;-114.153564453125
1942258.5;-71.924224853515625;-101.74269866943359
1947254;-73.446327209472656;-113.70384216308594
1952249.5;-73.476936340332031;-105.30988311767578
1957245;-70.809501647949219;-97.038444519042969
1962240.5;-71.92584228515625;-121.78300476074219
1967236;-71.599891662597656;-127.60391998291016
1972231.5;-72.487808227539063;-97.719558715820313
1977227;-71.808135986328125;-101.349609375
1982222.5;-72.426719665527344;-102.01847076416016
1987218;-69.776969909667969;-103.54623413085937
1992213.5;-70.641815185546875;-104.34937286376953
1997209;-69.530128479003906;-105.49430084228516
2002204.5;-70.178665161132813;-105.02955627441406
2007200;-70.222335815429688;-109.79790496826172
2012195.5;-68.429885864257813;-108.7042236328125
2017191;-68.140129089355469;-98.720573425292969
2022186.5;-67.482681274414063;-98.865982055664063
2027182;-68.229721069335938;-110.71714019775391
2032177.5;-67.577423095703125;-97.794296264648438
2037173;-67.382942199707031;-93.844245910644531
2042168.5;-67.399986267089844;-96.061943054199219
2047164;-68.294685363769531;-103.77140045166016
2052159.5;-66.501304626464844;-98.181449890136719
2057155;-69.154914855957031;-100.32222747802734
2062150.5;-68.855270385742188;-89.804351806640625
2067146;-66.652778625488281;-91.838607788085938
2072141.5;-65.622299194335938;-103.3272705078125
2077137;-67.431243896484375;-103.79866027832031
2082132.5;-67.13470458984375;-105.55113983154297
2087128;-68.058135986328125;-100.50865173339844
2092123.5;-66.9603271484375;-87.157638549804687
2097119;-67.251945495605469;-98.452964782714844
2102114.5;-66.269439697265625;-101.84476470947266
2107110;-64.997970581054687;-95.746070861816406
2112105.5;-65.76434326171875;-105.17153930664062
2117101;-66.642974853515625;-106.71028900146484
2122096.5;-64.3900146484375;-98.807159423828125
2127092;-66.168243408203125;-90.620346069335937
2132087.5;-65.078559875488281;-107.41724395751953
2137083;-64.065383911132812;-103.23957061767578
2142078.5;-65.354949951171875;-90.669342041015625
2147074;-63.907711029052734;-106.54975891113281
2152069.5;-63.686031341552734;-89.537033081054688
2157065;-64.831825256347656;-87.172477722167969
2162060.5;-64.50079345703125;-83.786895751953125
2167056;-65.276748657226562;-98.317550659179688
2172051.5;-64.706916809082031;-101.05922698974609
2177047;-64.752159118652344;-89.310478210449219
2182042.5;-62.984024047851563;-88.290924072265625
2187038;-62.014659881591797;-93.71356201171875
2192033.5;-64.289710998535156;-98.941452026367188
2197029;-64.266448974609375;-99.798423767089844
2202024.5;-64.806076049804688;-102.47895050048828
2207020;-64.155380249023438;-92.888618469238281
2212015.5;-61.854785919189453;-107.59142303466797
2217011;-63.368404388427734;-101.47641754150391
2222006.5;-63.610584259033203;-103.73080444335937
2227002;-62.175125122070313;-101.03095245361328
2231997.5;-63.903507232666016;-107.33268737792969
2236993;-62.227787017822266;-101.04496002197266
2241988.5;-62.605716705322266;-101.61467742919922
2246984;-63.443187713623047;-107.66706848144531
2251979.5;-64.476150512695312;-93.503883361816406
2256975;-62.262718200683594;-96.512176513671875
2261970.5;-64.964462280273438;-89.332809448242188
2266966;-63.593292236328125;-98.970726013183594
2271961.5;-61.820812225341797;-94.2711181640625
2276957;-62.213951110839844;-95.572097778320312
2281952.5;-64.103904724121094;-97.852424621582031
2286948;-63.742965698242188;-90.61260986328125
2291943.5;-62.670204162597656;-97.217658996582031
2296939;-64.422477722167969;-104.44173431396484
2301934.5;-61.918804168701172;-101.88156890869141
2306930;-62.952800750732422;-96.684226989746094
2311925.5;-63.031993865966797;-95.761032104492187
2316921;-62.176963806152344;-101.94932556152344
2321916.5;-64.004203796386719;-100.07647705078125
2326912;-63.136997222900391;-105.33558654785156
2331907.5;-64.121986389160156;-92.028526306152344
2336903;-62.857479095458984;-115.20207214355469
2341898.5;-63.139423370361328;-93.952262878417969
2346894;-65.37371826171875;-99.752975463867188
2351889.5;-63.221057891845703;-102.30661010742187
2356885;-63.496681213378906;-104.97056579589844
2361880.5;-63.311744689941406;-101.76141357421875
2366876;-64.852447509765625;-117.13167572021484
2371871.5;-62.195926666259766;-89.112983703613281
2376867;-63.004005432128906;-95.442626953125
2381862.5;-63.729602813720703;-94.375015258789063
2386858;-62.379432678222656;-95.782630920410156
2391853.5;-63.073192596435547;-100.44271087646484
2396849;-68.153404235839844;-101.30777740478516
2401844.5;-65.538101196289063;-89.636634826660156
2406840;-64.291160583496094;-91.012619018554688
2411835.5;-65.169586181640625;-89.98724365234375
2416831;-66.391387939453125;-110.60199737548828
2421826.5;-66.468254089355469;-99.939689636230469
2426822;-66.280319213867188;-93.4859619140625
2431817.5;-67.270919799804688;-100.68511199951172
2436813;-68.816726684570313;-102.75701904296875
2441808.5;-67.174224853515625;-92.528564453125
2446804;-65.944419860839844;-82.310836791992188
2451799.5;-66.784156799316406;-95.299911499023438
2456795;-67.091644287109375;-86.95025634765625
2461790.5;-66.709884643554688;-93.289436340332031
2466786;-68.286506652832031;-93.265998840332031
2471781.5;-69.284835815429687;-113.35744476318359
2476777;-69.778114318847656;-94.574203491210937
2481772.5;-67.984077453613281;-103.05893707275391
2486768;-68.649620056152344;-99.497901916503906
2491763.5;-67.584663391113281;-117.19245910644531
2496759;-69.616767883300781;-119.88886260986328
2501754.5;-67.849700927734375;-98.568168640136719
2506750;-68.849876403808594;-106.70750427246094
2511745.5;-69.791679382324219;-107.20844268798828
2516741;-69.933883666992188;-105.23610687255859
2521736.5;-73.794776916503906;-106.35884857177734
2526732;-69.032707214355469;-98.634742736816406
2531727.5;-73.074676513671875;-117.68797302246094
2536723;-69.406242370605469;-111.91799163818359
2541718.5;-70.442863464355469;-104.56088256835937
2546714;-73.038566589355469;-121.00559997558594
2551709.5;-72.693771362304688;-94.880638122558594
2556705;-73.940986633300781;-106.78388977050781
2561700.5;-75.192481994628906;-108.49265289306641
2566696;-73.623359680175781;-107.29034423828125
2571691.5;-72.599937438964844;-117.34795379638672
2576687;-73.181495666503906;-98.200576782226563
2581682.5;-73.736824035644531;-113.29981231689453
2586678;-73.704879760742188;-93.225296020507812
2591673.5;-73.523460388183594;-102.98810577392578
2596669;-73.386970520019531;-115.28218841552734
2601664.5;-74.418632507324219;-101.17681884765625
2606660;-75.162750244140625;-108.40925598144531
2611655.5;-73.718971252441406;-126.45258331298828
2616651;-71.064628601074219;-102.22767639160156
2621646.5;-70.073905944824219;-109.25068664550781
2626642;-70.347763061523438;-106.26170349121094
2631637.5;-71.486915588378906;-110.65226745605469
2636633;-68.862541198730469;-102.6473388671875
2641628.5;-70.578483581542969;-105.53366851806641
2646624;-71.484687805175781;-106.06172943115234
2651619.5;-71.0030517578125;-99.669258117675781
2656615;-70.509422302246094;-114.64460754394531
2661610.5;-68.223258972167969;-103.30733489990234
2666606;-69.07440185546875;-104.59474182128906
2671601.5;-69.524612426757813;-109.36764526367187
2676597;-69.278816223144531;-95.684341430664062
2681592.5;-68.589439392089844;-95.122589111328125
2686588;-69.667404174804688;-100.34407043457031
2691583.5;-67.697265625;-91.131248474121094
2696579;-67.533943176269531;-108.57952117919922
2701574.5;-69.558425903320313;-94.52642822265625
2706570;-68.439277648925781;-92.344100952148438
2711565.5;-66.397438049316406;-100.36446380615234
2716561;-66.120040893554688;-100.21981811523437
2721556.5;-67.379753112792969;-92.25048828125
2726552;-66.638084411621094;-96.188987731933594
2731547.5;-66.9742431640625;-102.45992279052734
2736543;-67.177001953125;-96.373908996582031
2741538.5;-68.080268859863281;-86.998336791992188
2746534;-67.098968505859375;-109.66413116455078
2751529.5;-65.440933227539063;-99.499313354492188
2756525;-64.933906555175781;-104.38672637939453
2761520.5;-66.541748046875;-107.66629791259766
2766516;-64.815696716308594;-100.61661529541016
2771511.5;-65.722610473632812;-99.288581848144531
2776507;-65.906204223632813;-92.053604125976563
2781502.5;-65.630455017089844;-98.44384765625
2786498;-63.709175109863281;-98.864143371582031
2791493.5;-63.921821594238281;-91.895332336425781
2796489;-66.734916687011719;-109.76072692871094
2801484.5;-65.981536865234375;-89.826286315917969
2806480;-63.314872741699219;-102.06711578369141
2811475.5;-64.905876159667969;-96.488700866699219
2816471;-64.139915466308594;-102.41783142089844
2821466.5;-65.977500915527344;-87.095710754394531
2826462;-65.485084533691406;-92.722587585449219
2831457.5;-64.650146484375;-106.98753356933594
2836453;-62.607276916503906;-99.805137634277344
2841448.5;-65.705810546875;-109.7103271484375
2846444;-64.335548400878906;-95.62841796875
2851439.5;-62.848220825195313;-93.711639404296875
2856435;-64.527015686035156;-100.32037353515625
2861430.5;-62.980587005615234;-92.341255187988281
2866426;-64.498023986816406;-83.105018615722656
2871421.5;-61.289386749267578;-88.028068542480469
