Type;ZVL-3;
Version;3.31;
Date;23.May 25;
Mode;ANALYZER;
Center Freq;5004500.000000;Hz
Freq Offset;0.000000;Hz
Span;9991000.000000;Hz
x-Axis;LIN;
Start;9000.000000;Hz
Stop;10000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;300.000000;Hz
VBW;1000.000000;Hz
SWT;110.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;2001;
858235;-78.220207214355469;-107.52531433105469
863230.5;-78.606643676757813;-107.66333770751953
868226;-79.757980346679687;-125.50921630859375
873221.5;-79.4847412109375;-115.66197967529297
878217;-78.386650085449219;-99.86907958984375
883212.5;-81.576416015625;-107.62368011474609
888208;-80.742912292480469;-103.24229431152344
893203.5;-78.742218017578125;-102.84528350830078
898199;-80.484268188476563;-110.87283325195312
903194.5;-81.504714965820313;-117.42720794677734
908190;-77.746177673339844;-110.67380523681641
913185.5;-78.964958190917969;-103.50919342041016
918181;-79.817367553710938;-122.41117858886719
923176.5;-78.947456359863281;-117.86629486083984
928172;-79.194313049316406;-112.86875152587891
933167.5;-80.112281799316406;-119.48861694335938
938163;-81.7196044921875;-108.90018463134766
943158.5;-80.299263000488281;-107.48627471923828
948154;-79.806106567382813;-134.02857971191406
953149.5;-77.270217895507813;-112.44496154785156
958145;-81.332328796386719;-112.97799682617187
963140.5;-82.728500366210937;-126.66905975341797
968136;-81.380401611328125;-117.99593353271484
973131.5;-82.766883850097656;-121.38812255859375
978127;-81.393913269042969;-113.35244750976562
983122.5;-82.957862854003906;-119.48861694335938
988118;-79.473121643066406;-121.88459777832031
993113.5;-81.246452331542969;-117.06773376464844
998109;-79.088493347167969;-113.54590606689453
1003104.5;-79.474662780761719;-113.94625091552734
1008100;-80.858367919921875;-113.27625274658203
1013095.5;-81.527236938476562;-114.02857971191406
1018091;-81.329452514648437;-112.008056640625
1023086.5;-82.627738952636719;-111.43724060058594
1028082;-80.2864990234375;-132.86874389648437
1033077.5;-82.34088134765625;-109.84339141845703
1038073;-82.301124572753906;-138.19410705566406
1043068.5;-82.961326599121094;-138.88934326171875
1048064;-81.694572448730469;-123.82279205322266
1053059.5;-80.480789184570313;-120.04918670654297
1058055;-81.623878479003906;-112.14015960693359
1063050.5;-84.034843444824219;-128.21730041503906
1068046;-81.557693481445313;-118.32877349853516
1073041.5;-83.216033935546875;-118.74577331542969
1078037;-83.042678833007813;-118.74577331542969
1083032.5;-81.209495544433594;-123.57100677490234
1088028;-83.254241943359375;-105.57147216796875
1093023.5;-82.379745483398437;-107.58419799804687
1098019;-86.324981689453125;-136.95114135742187
1103014.5;-84.493057250976563;-116.28266906738281
1108010;-82.12811279296875;-109.08549499511719
1113005.5;-81.022430419921875;-112.07386016845703
1118001;-82.570045471191406;-115.46456909179687
1122996.5;-82.119712829589844;-117.73855590820312
1127992;-83.907508850097656;-120.04918670654297
1132987.5;-83.015869140625;-117.86629486083984
1137983;-84.681358337402344;-130.10269165039062
1142978.5;-85.249458312988281;-113.1632080078125
1147974;-81.860099792480469;-110.34287261962891
1152969.5;-83.298622131347656;-120.73753356933594
1157965;-84.443527221679688;-113.20072937011719
1162960.5;-84.105819702148438;-118.26116943359375
1167956;-82.73638916015625;-110.076416015625
1172951.5;-82.67462158203125;-116.17609405517578
1177947;-83.444137573242187;-114.80693817138672
1182942.5;-83.262626647949219;-116.49982452392578
1187938;-84.76922607421875;-122.63108062744141
1192933.5;-83.510421752929688;-109.10894012451172
1197929;-82.4754638671875;-118.26116943359375
1202924.5;-83.155502319335938;-117.93087768554687
1207920;-83.874038696289062;-112.008056640625
1212915.5;-84.333099365234375;-119.41139984130859
1217911;-83.261421203613281;-129.346923828125
1222906.5;-83.45147705078125;-125.05593872070312
1227902;-85.109092712402344;-127.40872192382812
1232897.5;-84.989936828613281;-113.01472473144531
1237893;-83.485816955566406;-117.6126708984375
1242888.5;-81.857048034667969;-125.82510375976562
1247884;-83.750289916992188;-126.49356842041016
1252879.5;-85.858940124511719;-129.10893249511719
1257875;-84.870948791503906;-121.48516845703125
1262870.5;-86.955574035644531;-124.48616027832031
1267866;-84.262947082519531;-134.89790344238281
1272861.5;-86.848152160644531;-120.04918670654297
1277857;-86.661972045898438;-119.1092529296875
1282852.5;-88.691864013671875;-121.98738098144531
1287848;-85.104652404785156;-120.91849517822266
1292843.5;-83.820243835449219;-132.86874389648437
1297839;-84.013931274414063;-121.38812255859375
1302834.5;-84.071571350097656;-113.39080047607422
1307830;-85.492172241210937;-132.51416015625
1312825.5;-85.328094482421875;-123.32632446289062
1317821;-84.20135498046875;-117.99593353271484
1322816.5;-84.922988891601562;-107.37020111083984
1327812;-86.948257446289063;-122.09140777587891
1332807.5;-84.836433410644531;-120.91849517822266
1337803;-85.995651245117188;-121.10330963134766
1342798.5;-83.917831420898437;-123.44780731201172
1347794;-86.084693908691406;-120.30097198486328
1352789.5;-87.617752075195313;-124.90995025634766
1357785;-81.94818115234375;-118.8172607421875
1362780.5;-82.294692993164062;-111.78159332275391
1367776;-83.471076965332031;-112.90501403808594
1372771.5;-84.047943115234375;-110.31584930419922
1377767;-85.740264892578125;-111.52980804443359
1382762.5;-87.418388366699219;-115.31939697265625
1387758;-82.433998107910156;-113.82420349121094
1392753.5;-85.725936889648438;-132.51416015625
1397749;-82.795204162597656;-106.61603546142578
1402744.5;-85.252471923828125;-112.97799682617187
1407740;-84.306053161621094;-125.05593872070312
1412735.5;-85.678359985351563;-120.82754516601562
1417731;-84.876716613769531;-121.01041412353516
1422726.5;-86.184707641601562;-115.0361328125
1427722;-86.335212707519531;-115.31939697265625
1432717.5;-82.87042236328125;-116.123291015625
1437713;-86.419197082519531;-124.48616027832031
1442708.5;-84.759262084960937;-120.82754516601562
1447704;-85.461265563964844;-118.8172607421875
1452699.5;-83.463722229003906;-114.53966522216797
1457695;-82.982177734375;-116.22921752929687
1462690.5;-85.019210815429687;-120.04918670654297
1467686;-82.738639831542969;-122.52043151855469
1472681.5;-84.096580505371094;-125.66571807861328
1477677;-83.566047668457031;-125.20441436767578
1482672.5;-83.738899230957031;-121.78300476074219
1487668;-83.512886047363281;-115.51349639892578
1492663.5;-84.213371276855469;-108.85447692871094
1497659;-84.221389770507813;-116.28266906738281
1502654.5;-85.291709899902344;-142.41117858886719
1507650;-83.579696655273438;-109.32282257080078
1512645.5;-85.174514770507813;-114.85230255126953
1517641;-84.705360412597656;-113.23841094970703
1522636.5;-80.965248107910156;-127.03101348876953
1527632;-83.085990905761719;-123.69599151611328
1532627.5;-81.528221130371094;-117.80219268798828
1537623;-84.658828735351562;-115.51349639892578
1542618.5;-83.933349609375;-110.26207733154297
1547614;-82.562309265136719;-114.98980712890625
1552609.5;-83.597114562988281;-116.123291015625
1557605;-83.094207763671875;-118.32877349853516
1562600.5;-83.856071472167969;-124.90995025634766
1567596;-83.409965515136719;-124.21470642089844
1572591.5;-85.9449462890625;-110.87283325195312
1577587;-84.349372863769531;-120.21623229980469
1582582.5;-82.748794555664063;-116.95114135742187
1587578;-86.017005920410156;-118.67486572265625
1592573.5;-83.473541259765625;-106.30455780029297
1597569;-83.462493896484375;-105.46279907226562
1602564.5;-83.446586608886719;-111.59207916259766
1607560;-83.9398193359375;-118.32877349853516
1612555.5;-83.566047668457031;-129.346923828125
1617551;-84.904159545898438;-115.81304931640625
1622546.5;-83.272209167480469;-116.6104736328125
1627542;-83.684669494628906;-114.58364105224609
1632537.5;-83.395355224609375;-126.49356842041016
1637533;-84.527626037597656;-110.67380523681641
1642528.5;-85.273574829101563;-109.346923828125
1647524;-82.8807373046875;-139.64511108398438
1652519.5;-85.725936889648438;-118.46556091308594
1657515;-84.466880798339844;-131.52981567382812
1662510.5;-85.41357421875;-111.0765380859375
1667506;-85.216407775878906;-122.30327606201172
1672501.5;-84.742210388183594;-110.31584930419922
1677497;-85.7593994140625;-115.91522979736328
1682492.5;-84.390182495117187;-109.69145202636719
1687488;-82.682456970214844;-122.41117858886719
1692483.5;-83.593376159667969;-131.845703125
1697479;-84.946212768554688;-106.74024200439453
1702474.5;-85.078048706054688;-119.25901031494141
1707470;-83.943702697753906;-113.98731994628906
1712465.5;-83.874038696289062;-120.82754516601562
1717461;-84.762107849121094;-108.85447692871094
1722456.5;-83.31427001953125;-109.08549499511719
1727452;-83.346855163574219;-135.36752319335938
1732447.5;-87.410659790039063;-109.46840667724609
1737443;-83.186317443847656;-107.76329803466797
1742438.5;-87.058784484863281;-120.38654327392578
1747434;-86.419197082519531;-119.96685028076172
1752429.5;-85.737083435058594;-122.19670104980469
1757425;-83.202949523925781;-115.71204376220703
1762420.5;-86.243576049804688;-119.96685028076172
1767416;-85.935173034667969;-120.38654327392578
1772411.5;-82.97637939453125;-119.41139984130859
1777407;-85.042694091796875;-115.61220550537109
1782402.5;-85.946578979492187;-132.86874389648437
1787398;-85.975997924804688;-128.00798034667969
1792393.5;-87.174491882324219;-120.13230895996094
1797389;-87.073623657226562;-117.73855590820312
1802384.5;-85.801002502441406;-117.00924682617187
1807380;-88.777313232421875;-124.62513732910156
1812375.5;-88.298179626464844;-124.21470642089844
1817371;-83.768043518066406;-121.68258666992187
1822366.5;-85.74822998046875;-120.21623229980469
1827362;-86.498794555664063;-119.48861694335938
1832357.5;-86.000579833984375;-125.98745727539062
1837353;-87.6217041015625;-115.12953186035156
1842348.5;-88.001785278320313;-123.44780731201172
1847344;-88.833976745605469;-128.00798034667969
1852339.5;-88.609474182128906;-128.21730041503906
1857335;-88.270416259765625;-119.72444152832031
1862330.5;-89.828071594238281;-125.50921630859375
1867326;-89.205718994140625;-111.9427490234375
1872321.5;-84.946212768554688;-120.73753356933594
1877317;-87.286064147949219;-123.32632446289062
1882312.5;-88.88873291015625;-115.41590881347656
1887308;-87.917465209960938;-118.8172607421875
1892303.5;-87.956443786621094;-123.69599151611328
1897299;-88.525650024414063;-119.41139984130859
1902294.5;-88.8157958984375;-130.10269165039062
1907290;-90.152847290039063;-120.82754516601562
1912285.5;-89.838279724121094;-135.36752319335938
1917281;-89.559410095214844;-119.56651306152344
1922276.5;-89.092514038085938;-115.0361328125
1927272;-87.414520263671875;-123.44780731201172
1932267.5;-87.663345336914063;-121.48516845703125
1937263;-91.752899169921875;-139.64511108398438
1942258.5;-91.363883972167969;-126.66905975341797
1947254;-88.336753845214844;-131.52981567382812
1952249.5;-88.902473449707031;-135.36752319335938
1957245;-87.67926025390625;-132.86874389648437
1962240.5;-89.203346252441406;-120.73753356933594
1967236;-91.74017333984375;-128.87730407714844
1972231.5;-88.694107055664062;-118.46556091308594
1977227;-88.151870727539062;-123.69599151611328
1982222.5;-89.315605163574219;-117.48858642578125
1987218;-89.716590881347656;-122.41117858886719
1992213.5;-88.072334289550781;-118.06149291992187
1997209;-89.957115173339844;-141.38871765136719
2002204.5;-89.055793762207031;-118.26419830322266
2007200;-91.482681274414063;-125.06138610839844
2012195.5;-88.988655090332031;-130.65361022949219
2017191;-90.64764404296875;-128.44207763671875
2022186.5;-89.946014404296875;-117.94362640380859
2027182;-87.354690551757813;-128.66685485839844
2032177.5;-88.849311828613281;-117.08534240722656
2037173;-88.970787048339844;-121.21725463867187
2042168.5;-84.88909912109375;-122.11388397216797
2047164;-88.845245361328125;-119.82940673828125
2052159.5;-85.923500061035156;-120.58760070800781
2057155;-90.865287780761719;-127.63368988037109
2062150.5;-89.207115173339844;-120.76972961425781
2067146;-88.690765380859375;-133.65914916992187
2072141.5;-88.063690185546875;-110.57144165039062
2077137;-86.308425903320312;-125.24390411376953
2082132.5;-90.783454895019531;-115.95716094970703
2087128;-90.648170471191406;-119.53297424316406
2092123.5;-87.905105590820313;-114.24240875244141
2097119;-88.727668762207031;-129.15815734863281
2102114.5;-87.143867492675781;-112.22515869140625
2107110;-86.998680114746094;-123.14241790771484
2112105.5;-84.533035278320312;-119.09185028076172
2117101;-83.218002319335938;-122.57938385009766
2122096.5;-87.808616638183594;-112.10227203369141
2127092;-84.68194580078125;-129.17274475097656
2132087.5;-87.2840576171875;-124.55240631103516
2137083;-83.958145141601563;-103.35887908935547
2142078.5;-87.462478637695313;-118.00198364257813
2147074;-86.985252380371094;-121.270751953125
2152069.5;-85.994865417480469;-134.973876953125
2157065;-85.632705688476563;-112.21856689453125
2162060.5;-86.152275085449219;-133.31924438476562
2167056;-85.857040405273437;-112.35757446289062
2172051.5;-85.790985107421875;-116.15650939941406
2177047;-86.741241455078125;-121.87112426757813
2182042.5;-86.991348266601563;-129.93394470214844
2187038;-84.763076782226562;-131.622802734375
2192033.5;-84.027473449707031;-118.56097412109375
2197029;-87.097503662109375;-116.22114562988281
2202024.5;-85.354255676269531;-118.56584167480469
2207020;-84.810905456542969;-132.27621459960937
2212015.5;-83.656333923339844;-123.80113983154297
2217011;-85.431114196777344;-120.75603485107422
2222006.5;-83.473808288574219;-126.60358428955078
2227002;-88.384994506835938;-111.01408386230469
2231997.5;-84.896926879882813;-106.45348358154297
2236993;-85.410530090332031;-117.85585784912109
2241988.5;-86.112106323242188;-112.25990295410156
2246984;-84.170112609863281;-117.01559448242187
2251979.5;-85.970634460449219;-114.19464111328125
2256975;-86.577285766601563;-129.00433349609375
2261970.5;-83.855720520019531;-119.9339599609375
2266966;-84.618057250976563;-115.16802978515625
2271961.5;-87.217247009277344;-114.98662567138672
2276957;-86.101295471191406;-109.80313873291016
2281952.5;-87.908523559570313;-109.08533477783203
2286948;-84.431488037109375;-128.35891723632812
2291943.5;-83.679153442382813;-114.04943084716797
2296939;-85.933059692382813;-122.44975280761719
2301934.5;-86.375633239746094;-109.84036254882812
2306930;-84.298171997070313;-115.66484832763672
2311925.5;-84.170318603515625;-126.30668640136719
2316921;-85.314323425292969;-137.70661926269531
2321916.5;-87.090431213378906;-129.50556945800781
2326912;-85.325141906738281;-110.53105163574219
2331907.5;-85.447654724121094;-118.69827270507812
2336903;-86.441642761230469;-127.19696044921875
2341898.5;-85.995079040527344;-121.27168273925781
2346894;-85.18121337890625;-128.38809204101562
2351889.5;-88.047821044921875;-110.06787109375
2356885;-86.021697998046875;-131.70547485351562
2361880.5;-85.919944763183594;-111.46321868896484
2366876;-87.622123718261719;-109.12667083740234
2371871.5;-85.324691772460938;-114.00715637207031
2376867;-85.053459167480469;-134.63775634765625
2381862.5;-84.603958129882813;-118.584716796875
2386858;-87.55853271484375;-112.49842834472656
2391853.5;-87.497802734375;-121.58080291748047
2396849;-87.519325256347656;-116.69493865966797
2401844.5;-87.991058349609375;-120.84600067138672
2406840;-87.126289367675781;-122.08457183837891
2411835.5;-88.020164489746094;-120.76267242431641
2416831;-87.422660827636719;-119.09418487548828
2421826.5;-88.680404663085938;-127.81119537353516
2426822;-87.601081848144531;-114.15595245361328
2431817.5;-88.892814636230469;-124.83727264404297
2436813;-87.432388305664062;-128.86624145507812
2441808.5;-85.896942138671875;-131.44200134277344
2446804;-87.28192138671875;-128.2274169921875
2451799.5;-87.413291931152344;-115.98426818847656
2456795;-87.00933837890625;-139.86941528320312
2461790.5;-88.050559997558594;-132.74089050292969
2466786;-89.342788696289062;-128.03276062011719
2471781.5;-90.488296508789063;-122.75202178955078
2476777;-86.536880493164063;-125.43843841552734
2481772.5;-87.3828125;-127.26747894287109
2486768;-88.03643798828125;-132.41238403320312
2491763.5;-88.028778076171875;-126.06641387939453
2496759;-86.65777587890625;-130.346435546875
2501754.5;-91.504196166992187;-116.00857543945312
2506750;-90.916793823242188;-120.21546936035156
2511745.5;-90.50506591796875;-119.43485260009766
2516741;-90.199653625488281;-114.79313659667969
2521736.5;-88.347015380859375;-126.57747650146484
2526732;-89.502120971679688;-125.31427001953125
2531727.5;-89.87225341796875;-131.48577880859375
2536723;-90.671257019042969;-133.13194274902344
2541718.5;-88.063179016113281;-125.77484130859375
2546714;-90.871871948242188;-118.32955169677734
2551709.5;-90.654045104980469;-126.59207153320313
2556705;-91.40557861328125;-131.20347595214844
2561700.5;-89.724205017089844;-119.6102294921875
2566696;-89.344573974609375;-133.51620483398438
2571691.5;-90.241928100585937;-113.74822998046875
2576687;-88.943244934082031;-107.80796051025391
2581682.5;-93.645187377929688;-132.13078308105469
2586678;-91.660537719726563;-137.23866271972656
2591673.5;-89.517059326171875;-120.67649078369141
2596669;-91.319000244140625;-122.3837890625
2601664.5;-91.427459716796875;-134.7471923828125
2606660;-91.719146728515625;-119.78585052490234
2611655.5;-91.035537719726563;-132.47317504882812
2616651;-94.102104187011719;-126.79567718505859
2621646.5;-88.201568603515625;-122.18913269042969
2626642;-90.539596557617188;-127.910888671875
2631637.5;-92.781982421875;-121.31981658935547
2636633;-89.5484619140625;-122.50852203369141
2641628.5;-89.498649597167969;-130.41696166992187
2646624;-89.210006713867188;-120.0411376953125
2651619.5;-91.272857666015625;-122.41053771972656
2656615;-89.780181884765625;-127.92548370361328
2661610.5;-90.80596923828125;-130.42668151855469
2666606;-88.777755737304688;-124.54113006591797
2671601.5;-88.503883361816406;-143.89987182617187
2676597;-88.495780944824219;-116.24652099609375
2681592.5;-90.230918884277344;-130.70368957519531
2686588;-90.749656677246094;-127.00520324707031
2691583.5;-88.325912475585937;-125.10495758056641
2696579;-90.63531494140625;-117.35025787353516
2701574.5;-87.497291564941406;-124.69281768798828
2706570;-87.526016235351563;-116.57508850097656
2711565.5;-88.60382080078125;-124.43039703369141
2716561;-89.3895263671875;-121.08827209472656
2721556.5;-89.471504211425781;-127.38419342041016
2726552;-87.62835693359375;-119.17285919189453
2731547.5;-89.833770751953125;-117.02436828613281
2736543;-87.52557373046875;-125.7159423828125
2741538.5;-85.861259460449219;-122.88333129882812
2746534;-87.15936279296875;-117.03166961669922
2751529.5;-87.86962890625;-116.38639831542969
2756525;-85.044502258300781;-128.378173828125
2761520.5;-86.2315673828125;-123.00370788574219
2766516;-86.969970703125;-114.15894317626953
2771511.5;-87.512619018554688;-124.32896423339844
2776507;-85.715599060058594;-128.38790893554688
2781502.5;-87.74871826171875;-127.79107666015625
2786498;-91.143325805664062;-111.88362884521484
2791493.5;-87.035018920898437;-117.81441497802734
2796489;-88.681404113769531;-128.60693359375
2801484.5;-84.054145812988281;-135.75959777832031
2806480;-88.018196105957031;-124.88066864013672
2811475.5;-84.974578857421875;-111.68206024169922
2816471;-87.536369323730469;-120.87233734130859
2821466.5;-86.345123291015625;-121.59901428222656
2826462;-86.449241638183594;-116.90406036376953
2831457.5;-85.185867309570313;-115.25896453857422
2836453;-88.412956237792969;-125.03424072265625
2841448.5;-83.999931335449219;-121.70367431640625
2846444;-86.578567504882812;-125.18033599853516
2851439.5;-85.773391723632812;-119.02092742919922
2856435;-87.773674011230469;-117.96923828125
2861430.5;-84.498085021972656;-108.72370147705078
2866426;-89.158164978027344;-129.53262329101562
2871421.5;-87.546302795410156;-119.76099395751953
